awb_number,batch_id,courier_,merchant_id,city,tier,discrepancy_type,expected_value,actual_value,variance_rs,severity,detected_at
AWB104575,BATCH-D,DTDC,M-002,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104576,BATCH-A,DTDC,M-004,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,42.0,50.0,8.0,LOW,2026-09-14 22:11:32.127304
AWB104576,BATCH-A,DTDC,M-004,Delhi,Tier-1,PHANTOM_RTO_CHARGE,0.0,195.0,195.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104579,BATCH-C,Delhivery,M-014,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,205.0,205.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104585,BATCH-C,Kwikship,M-012,Delhi,Tier-1,PHANTOM_RTO_CHARGE,0.0,138.0,138.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104590,BATCH-B,DTDC,M-018,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104591,BATCH-A,DTDC,M-013,Pune,Tier-2,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB104594,BATCH-B,Delhivery,M-006,Delhi,Tier-1,COD_SHORT_REMITTANCE,4270.0,4058.0,212.0,MEDIUM,2026-09-14 22:10:12.726074
AWB104595,BATCH-C,Delhivery,M-005,Delhi,Tier-1,PHANTOM_RTO_CHARGE,0.0,173.0,173.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104597,BATCH-C,Delhivery,M-002,Indore,Tier-2,COD_SHORT_REMITTANCE,4149.0,3848.0,301.0,MEDIUM,2026-09-14 22:10:12.726074
AWB104603,BATCH-A,Bluedart,M-002,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,221.0,221.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104630,BATCH-D,Bluedart,M-007,Jaipur,Tier-3,WEIGHT_DISPUTE,4.79,5.85,63.0,LOW,2026-09-14 22:11:31.453814
AWB104631,BATCH-D,DTDC,M-004,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104632,BATCH-B,Bluedart,M-004,Lucknow,Tier-3,WEIGHT_DISPUTE,2.91,3.78,52.0,LOW,2026-09-14 22:11:31.453814
AWB104636,BATCH-C,Bluedart,M-020,Lucknow,Tier-3,WEIGHT_DISPUTE,7.05,8.81,105.0,MEDIUM,2026-09-14 22:11:31.453814
AWB104637,BATCH-C,DTDC,M-009,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104639,BATCH-C,Shiprocket,M-010,Delhi,Tier-1,DUPLICATE_SETTLEMENT,1.0,2.0,0.0,HIGH,2026-09-14 22:11:31.913657
AWB104639,BATCH-DUP,Shiprocket,M-010,Delhi,Tier-1,DUPLICATE_SETTLEMENT,1.0,2.0,0.0,HIGH,2026-09-14 22:11:31.913657
AWB104645,BATCH-A,Bluedart,M-001,Lucknow,Tier-3,WEIGHT_DISPUTE,1.88,2.45,35.0,LOW,2026-09-14 22:11:31.453814
AWB104661,BATCH-B,Kwikship,M-005,Jaipur,Tier-3,ETA_SLA_BREACH,72.0,143.8,0.0,LOW,2026-09-14 22:11:32.038362
AWB104664,BATCH-D,Delhivery,M-008,Pune,Tier-2,COD_SHORT_REMITTANCE,5126.0,4947.0,179.0,MEDIUM,2026-09-14 22:10:12.726074
AWB104667,BATCH-B,Kwikship,M-017,Jaipur,Tier-3,ETA_SLA_BREACH,72.0,128.3,0.0,LOW,2026-09-14 22:11:32.038362
AWB104667,BATCH-B,Kwikship,M-017,Jaipur,Tier-3,PHANTOM_RTO_CHARGE,0.0,182.0,182.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104670,BATCH-A,Kwikship,M-018,Delhi,Tier-1,PHANTOM_RTO_CHARGE,0.0,121.0,121.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104671,BATCH-B,DTDC,M-011,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104672,BATCH-C,Bluedart,M-016,Lucknow,Tier-3,WEIGHT_DISPUTE,4.03,5.05,61.0,LOW,2026-09-14 22:11:31.453814
AWB104673,BATCH-D,DTDC,M-008,Delhi,Tier-1,PHANTOM_RTO_CHARGE,0.0,224.0,224.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104684,BATCH-B,Delhivery,M-013,Jaipur,Tier-3,COD_SHORT_REMITTANCE,3498.0,3368.0,130.0,MEDIUM,2026-09-14 22:10:12.726074
AWB104685,BATCH-B,Kwikship,M-020,Lucknow,Tier-3,ETA_SLA_BREACH,72.0,116.7,0.0,LOW,2026-09-14 22:11:32.038362
AWB104691,BATCH-B,DTDC,M-009,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104694,BATCH-A,Shiprocket,M-010,Mumbai,Tier-1,OVERDUE_REMITTANCE,14.0,21.0,0.0,MEDIUM,2026-09-14 22:11:31.791087
AWB104711,BATCH-B,Bluedart,M-014,Lucknow,Tier-3,WEIGHT_DISPUTE,6.55,7.8,75.0,LOW,2026-09-14 22:11:31.453814
AWB104712,BATCH-D,Delhivery,M-009,Indore,Tier-2,COD_SHORT_REMITTANCE,4394.0,4153.0,241.0,MEDIUM,2026-09-14 22:10:12.726074
AWB104715,BATCH-D,Bluedart,M-014,Lucknow,Tier-3,WEIGHT_DISPUTE,7.49,9.19,102.0,MEDIUM,2026-09-14 22:11:31.453814
AWB104716,BATCH-D,DTDC,M-015,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104722,BATCH-A,Kwikship,M-010,Lucknow,Tier-3,ETA_SLA_BREACH,72.0,131.6,0.0,LOW,2026-09-14 22:11:32.038362
AWB104723,BATCH-B,Delhivery,M-001,Lucknow,Tier-3,COD_SHORT_REMITTANCE,3111.0,2998.0,113.0,MEDIUM,2026-09-14 22:10:12.726074
AWB104726,BATCH-B,Delhivery,M-009,Delhi,Tier-1,COD_SHORT_REMITTANCE,4552.0,4269.0,283.0,MEDIUM,2026-09-14 22:10:12.726074
AWB104732,BATCH-D,Delhivery,M-008,Lucknow,Tier-3,COD_SHORT_REMITTANCE,4000.0,3849.0,151.0,MEDIUM,2026-09-14 22:10:12.726074
AWB104747,BATCH-A,DTDC,M-009,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104757,BATCH-C,Delhivery,M-005,Pune,Tier-2,COD_SHORT_REMITTANCE,5303.0,5070.0,233.0,MEDIUM,2026-09-14 22:10:12.726074
AWB104763,BATCH-C,DTDC,M-001,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104764,BATCH-C,Shiprocket,M-016,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,161.0,161.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104768,BATCH-D,Shiprocket,M-006,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,146.0,146.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104773,BATCH-A,DTDC,M-002,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB104776,BATCH-B,DTDC,M-020,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104777,BATCH-B,DTDC,M-003,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104779,BATCH-C,DTDC,M-002,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104783,BATCH-B,Shiprocket,M-011,Lucknow,Tier-3,DUPLICATE_SETTLEMENT,1.0,2.0,0.0,HIGH,2026-09-14 22:11:31.913657
AWB104783,BATCH-DUP,Shiprocket,M-011,Lucknow,Tier-3,DUPLICATE_SETTLEMENT,1.0,2.0,0.0,HIGH,2026-09-14 22:11:31.913657
AWB104791,BATCH-A,DTDC,M-007,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104795,BATCH-A,DTDC,M-001,Lucknow,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104798,BATCH-A,DTDC,M-010,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104801,BATCH-D,DTDC,M-011,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104802,BATCH-A,DTDC,M-011,Lucknow,Tier-3,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB104803,BATCH-A,DTDC,M-010,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104811,BATCH-A,DTDC,M-017,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104812,BATCH-C,Kwikship,M-020,Lucknow,Tier-3,ETA_SLA_BREACH,72.0,106.1,0.0,LOW,2026-09-14 22:11:32.038362
AWB104818,BATCH-A,DTDC,M-016,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB104819,BATCH-B,Delhivery,M-006,Mumbai,Tier-1,COD_SHORT_REMITTANCE,3934.0,3684.0,250.0,MEDIUM,2026-09-14 22:10:12.726074
AWB104821,BATCH-C,Kwikship,M-015,Lucknow,Tier-3,ETA_SLA_BREACH,72.0,102.8,0.0,LOW,2026-09-14 22:11:32.038362
AWB104830,BATCH-D,Bluedart,M-018,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,146.0,146.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104831,BATCH-D,Bluedart,M-008,Jaipur,Tier-3,WEIGHT_DISPUTE,5.34,7.04,102.0,MEDIUM,2026-09-14 22:11:31.453814
AWB104833,BATCH-C,Delhivery,M-018,Delhi,Tier-1,COD_SHORT_REMITTANCE,3011.0,2774.0,237.0,MEDIUM,2026-09-14 22:10:12.726074
AWB104845,BATCH-B,Bluedart,M-008,Lucknow,Tier-3,WEIGHT_DISPUTE,3.75,4.7,57.0,LOW,2026-09-14 22:11:31.453814
AWB104853,BATCH-D,Delhivery,M-006,Mumbai,Tier-1,COD_SHORT_REMITTANCE,5317.0,4928.0,389.0,MEDIUM,2026-09-14 22:10:12.726074
AWB104863,BATCH-B,DTDC,M-003,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104864,BATCH-C,DTDC,M-013,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,218.0,218.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104866,BATCH-B,Shiprocket,M-004,Jaipur,Tier-3,PHANTOM_RTO_CHARGE,0.0,228.0,228.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104868,BATCH-B,Bluedart,M-007,Jaipur,Tier-3,PHANTOM_RTO_CHARGE,0.0,182.0,182.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104874,BATCH-C,DTDC,M-004,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104882,BATCH-D,Kwikship,M-009,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,108.0,108.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104883,BATCH-D,DTDC,M-019,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,212.0,212.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104898,BATCH-B,DTDC,M-013,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,184.0,184.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104900,BATCH-D,DTDC,M-018,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,42.0,50.0,8.0,LOW,2026-09-14 22:11:32.127304
AWB104902,BATCH-D,Delhivery,M-001,Lucknow,Tier-3,DUPLICATE_SETTLEMENT,1.0,2.0,2518.0,HIGH,2026-09-14 22:11:31.913657
AWB104902,BATCH-DUP,Delhivery,M-001,Lucknow,Tier-3,DUPLICATE_SETTLEMENT,1.0,2.0,2518.0,HIGH,2026-09-14 22:11:31.913657
AWB104909,BATCH-B,Kwikship,M-006,Jaipur,Tier-3,PHANTOM_RTO_CHARGE,0.0,169.0,169.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104910,BATCH-B,Bluedart,M-020,Pune,Tier-2,DUPLICATE_SETTLEMENT,1.0,2.0,1428.0,HIGH,2026-09-14 22:11:31.913657
AWB104910,BATCH-DUP,Bluedart,M-020,Pune,Tier-2,DUPLICATE_SETTLEMENT,1.0,2.0,1428.0,HIGH,2026-09-14 22:11:31.913657
AWB104920,BATCH-A,Bluedart,M-002,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,192.0,192.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104922,BATCH-C,Bluedart,M-009,Lucknow,Tier-3,WEIGHT_DISPUTE,3.03,3.89,51.0,LOW,2026-09-14 22:11:31.453814
AWB104923,BATCH-B,Kwikship,M-016,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,247.0,247.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104924,BATCH-C,DTDC,M-014,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB104932,BATCH-C,Kwikship,M-007,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,115.0,115.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104933,BATCH-B,Shiprocket,M-006,Delhi,Tier-1,OVERDUE_REMITTANCE,14.0,23.0,0.0,MEDIUM,2026-09-14 22:11:31.791087
AWB104941,BATCH-B,Delhivery,M-002,Indore,Tier-2,COD_SHORT_REMITTANCE,5904.0,5507.0,397.0,MEDIUM,2026-09-14 22:10:12.726074
AWB104950,BATCH-B,Delhivery,M-011,Lucknow,Tier-3,COD_SHORT_REMITTANCE,5003.0,4641.0,362.0,MEDIUM,2026-09-14 22:10:12.726074
AWB104953,BATCH-D,DTDC,M-007,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB104955,BATCH-C,Bluedart,M-006,Jaipur,Tier-3,WEIGHT_DISPUTE,6.55,8.48,116.0,MEDIUM,2026-09-14 22:11:31.453814
AWB104965,BATCH-C,Delhivery,M-004,Mumbai,Tier-1,DUPLICATE_SETTLEMENT,1.0,2.0,0.0,HIGH,2026-09-14 22:11:31.913657
AWB104965,BATCH-DUP,Delhivery,M-004,Mumbai,Tier-1,DUPLICATE_SETTLEMENT,1.0,2.0,0.0,HIGH,2026-09-14 22:11:31.913657
AWB104967,BATCH-B,DTDC,M-007,Pune,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104972,BATCH-A,DTDC,M-019,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB104972,BATCH-A,DTDC,M-019,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,181.0,181.0,MEDIUM,2026-09-14 22:11:31.631484
AWB104973,BATCH-D,DTDC,M-008,Lucknow,Tier-3,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB104991,BATCH-B,Shiprocket,M-020,Indore,Tier-2,OVERDUE_REMITTANCE,14.0,18.0,0.0,MEDIUM,2026-09-14 22:11:31.791087
AWB104994,BATCH-B,Bluedart,M-005,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,217.0,217.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105004,BATCH-A,DTDC,M-001,Lucknow,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105005,BATCH-C,DTDC,M-007,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB105007,BATCH-B,DTDC,M-020,Pune,Tier-2,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB105011,BATCH-C,Bluedart,M-015,Lucknow,Tier-3,WEIGHT_DISPUTE,3.93,4.92,59.0,LOW,2026-09-14 22:11:31.453814
AWB105013,BATCH-D,Shiprocket,M-014,Jaipur,Tier-3,OVERDUE_REMITTANCE,14.0,24.0,5795.0,MEDIUM,2026-09-14 22:11:31.791087
AWB105016,BATCH-C,Bluedart,M-009,Jaipur,Tier-3,WEIGHT_DISPUTE,4.95,6.37,85.0,LOW,2026-09-14 22:11:31.453814
AWB105019,BATCH-C,Shiprocket,M-002,Pune,Tier-2,OVERDUE_REMITTANCE,14.0,27.0,1618.0,MEDIUM,2026-09-14 22:11:31.791087
AWB105029,BATCH-A,Kwikship,M-007,Mumbai,Tier-1,DUPLICATE_SETTLEMENT,1.0,2.0,1622.0,HIGH,2026-09-14 22:11:31.913657
AWB105029,BATCH-A,Kwikship,M-007,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,152.0,152.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105029,BATCH-DUP,Kwikship,M-007,Mumbai,Tier-1,DUPLICATE_SETTLEMENT,1.0,2.0,1622.0,HIGH,2026-09-14 22:11:31.913657
AWB105029,BATCH-DUP,Kwikship,M-007,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,152.0,152.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105033,BATCH-B,Delhivery,M-009,Jaipur,Tier-3,COD_SHORT_REMITTANCE,4481.0,4341.0,140.0,MEDIUM,2026-09-14 22:10:12.726074
AWB105034,BATCH-C,DTDC,M-016,Lucknow,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105036,BATCH-A,Kwikship,M-012,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,227.0,227.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105039,BATCH-A,DTDC,M-012,Pune,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105045,BATCH-A,DTDC,M-014,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105059,BATCH-D,Delhivery,M-009,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,214.0,214.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105060,BATCH-D,DTDC,M-003,Pune,Tier-2,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB105071,BATCH-D,Kwikship,M-013,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,112.0,112.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105075,BATCH-C,Kwikship,M-009,Jaipur,Tier-3,ETA_SLA_BREACH,72.0,120.4,0.0,LOW,2026-09-14 22:11:32.038362
AWB105082,BATCH-B,DTDC,M-008,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105086,BATCH-B,DTDC,M-015,Pune,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105093,BATCH-A,DTDC,M-002,Lucknow,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105094,BATCH-D,DTDC,M-005,Lucknow,Tier-3,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB105095,BATCH-B,Shiprocket,M-013,Pune,Tier-2,OVERDUE_REMITTANCE,14.0,27.0,2758.0,MEDIUM,2026-09-14 22:11:31.791087
AWB105106,BATCH-A,DTDC,M-018,Pune,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105108,BATCH-D,Shiprocket,M-015,Mumbai,Tier-1,OVERDUE_REMITTANCE,14.0,20.0,4574.0,MEDIUM,2026-09-14 22:11:31.791087
AWB105117,BATCH-A,Bluedart,M-013,Lucknow,Tier-3,WEIGHT_DISPUTE,4.26,5.12,52.0,LOW,2026-09-14 22:11:31.453814
AWB105120,BATCH-D,Kwikship,M-015,Delhi,Tier-1,DUPLICATE_SETTLEMENT,1.0,2.0,4412.0,HIGH,2026-09-14 22:11:31.913657
AWB105120,BATCH-DUP,Kwikship,M-015,Delhi,Tier-1,DUPLICATE_SETTLEMENT,1.0,2.0,4412.0,HIGH,2026-09-14 22:11:31.913657
AWB105125,BATCH-C,DTDC,M-020,Pune,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105126,BATCH-B,Delhivery,M-003,Mumbai,Tier-1,COD_SHORT_REMITTANCE,4489.0,4238.0,251.0,MEDIUM,2026-09-14 22:10:12.726074
AWB105128,BATCH-C,DTDC,M-007,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105131,BATCH-B,Bluedart,M-016,Jaipur,Tier-3,WEIGHT_DISPUTE,3.81,4.69,53.0,LOW,2026-09-14 22:11:31.453814
AWB105132,BATCH-C,DTDC,M-001,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105143,BATCH-B,Delhivery,M-018,Mumbai,Tier-1,COD_SHORT_REMITTANCE,4000.0,3686.0,314.0,MEDIUM,2026-09-14 22:10:12.726074
AWB105143,BATCH-B,Delhivery,M-018,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,218.0,218.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105146,BATCH-C,Kwikship,M-007,Lucknow,Tier-3,ETA_SLA_BREACH,72.0,121.6,0.0,LOW,2026-09-14 22:11:32.038362
AWB105146,BATCH-C,Kwikship,M-007,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,249.0,249.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105151,BATCH-D,DTDC,M-006,Lucknow,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105156,BATCH-D,Shiprocket,M-018,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,163.0,163.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105159,BATCH-A,Delhivery,M-003,Jaipur,Tier-3,COD_SHORT_REMITTANCE,5245.0,4984.0,261.0,MEDIUM,2026-09-14 22:10:12.726074
AWB105178,BATCH-C,Shiprocket,M-014,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,106.0,106.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105184,BATCH-A,Kwikship,M-004,Jaipur,Tier-3,ETA_SLA_BREACH,72.0,141.4,0.0,LOW,2026-09-14 22:11:32.038362
AWB105185,BATCH-B,DTDC,M-009,Lucknow,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105190,BATCH-A,DTDC,M-003,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105190,BATCH-A,DTDC,M-003,Delhi,Tier-1,PHANTOM_RTO_CHARGE,0.0,141.0,141.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105192,BATCH-C,DTDC,M-001,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105199,BATCH-A,DTDC,M-019,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105201,BATCH-B,Kwikship,M-019,Jaipur,Tier-3,ETA_SLA_BREACH,72.0,125.8,0.0,LOW,2026-09-14 22:11:32.038362
AWB105212,BATCH-B,Bluedart,M-014,Lucknow,Tier-3,WEIGHT_DISPUTE,4.44,5.42,59.0,LOW,2026-09-14 22:11:31.453814
AWB105219,BATCH-C,Delhivery,M-001,Mumbai,Tier-1,COD_SHORT_REMITTANCE,4300.0,4141.0,159.0,MEDIUM,2026-09-14 22:10:12.726074
AWB105220,BATCH-A,Delhivery,M-011,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,134.0,134.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105221,BATCH-A,DTDC,M-014,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB105222,BATCH-C,Kwikship,M-015,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,194.0,194.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105229,BATCH-A,Bluedart,M-001,Lucknow,Tier-3,WEIGHT_DISPUTE,4.4,5.3,54.0,LOW,2026-09-14 22:11:31.453814
AWB105238,BATCH-C,Kwikship,M-013,Delhi,Tier-1,PHANTOM_RTO_CHARGE,0.0,218.0,218.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105241,BATCH-B,Kwikship,M-009,Lucknow,Tier-3,ETA_SLA_BREACH,72.0,123.8,0.0,LOW,2026-09-14 22:11:32.038362
AWB105246,BATCH-C,Bluedart,M-020,Lucknow,Tier-3,DUPLICATE_SETTLEMENT,1.0,2.0,3990.0,HIGH,2026-09-14 22:11:31.913657
AWB105246,BATCH-C,Bluedart,M-020,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,237.0,237.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105246,BATCH-DUP,Bluedart,M-020,Lucknow,Tier-3,DUPLICATE_SETTLEMENT,1.0,2.0,3990.0,HIGH,2026-09-14 22:11:31.913657
AWB105246,BATCH-DUP,Bluedart,M-020,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,237.0,237.0,MEDIUM,2026-09-14 22:11:31.631484
AWB105252,BATCH-A,Delhivery,M-013,Indore,Tier-2,COD_SHORT_REMITTANCE,3859.0,3590.0,269.0,MEDIUM,2026-09-14 22:10:12.726074
AWB105255,BATCH-D,Bluedart,M-003,Lucknow,Tier-3,WEIGHT_DISPUTE,3.61,4.43,49.0,LOW,2026-09-14 22:11:31.453814
AWB105261,BATCH-C,Bluedart,M-003,Lucknow,Tier-3,WEIGHT_DISPUTE,4.05,4.95,54.0,LOW,2026-09-14 22:11:31.453814
AWB105264,BATCH-A,Bluedart,M-017,Jaipur,Tier-3,WEIGHT_DISPUTE,4.4,5.64,75.0,LOW,2026-09-14 22:11:31.453814
AWB105267,BATCH-C,Bluedart,M-014,Jaipur,Tier-3,WEIGHT_DISPUTE,6.3,8.29,119.0,MEDIUM,2026-09-14 22:11:31.453814
