kpi_date,courier_,city,tier,orders,disputed_awbs,leakage_rs,avg_dso_days
2026-07-01,Bluedart,Delhi,Tier-1,3,0,0.0,5.0
2026-07-01,Bluedart,Pune,Tier-2,13,0,0.0,5.0
2026-07-01,Bluedart,Indore,Tier-2,15,3,105.0,5.65
2026-07-01,Bluedart,Jaipur,Tier-3,5,3,265.0,5.6
2026-07-01,Bluedart,Lucknow,Tier-3,10,5,305.0,5.6
2026-07-01,Shiprocket,Mumbai,Tier-1,5,0,0.0,6.0
2026-07-01,Shiprocket,Delhi,Tier-1,13,0,0.0,6.0
2026-07-01,Shiprocket,Pune,Tier-2,11,1,223.0,5.45
2026-07-01,Shiprocket,Indore,Tier-2,12,0,0.0,6.25
2026-07-01,Shiprocket,Jaipur,Tier-3,5,1,1050.0,5.17
2026-07-01,Shiprocket,Lucknow,Tier-3,12,0,0.0,4.92
2026-07-01,DTDC,Mumbai,Tier-1,14,5,237.0,4.93
2026-07-01,DTDC,Delhi,Tier-1,9,2,164.0,4.67
2026-07-01,DTDC,Pune,Tier-2,9,3,38.0,5.5
2026-07-01,DTDC,Indore,Tier-2,13,5,221.0,6.0
2026-07-01,DTDC,Jaipur,Tier-3,9,5,9309.0,7.0
2026-07-01,DTDC,Lucknow,Tier-3,8,5,489.0,7.17
2026-07-01,Kwikship,Mumbai,Tier-1,13,1,197.0,5.38
2026-07-01,Kwikship,Delhi,Tier-1,12,1,168.0,6.17
2026-07-01,Kwikship,Pune,Tier-2,11,3,20725.0,4.0
2026-07-01,Kwikship,Indore,Tier-2,12,1,105.0,4.58
2026-07-01,Kwikship,Jaipur,Tier-3,8,4,364.0,4.44
2026-07-01,Kwikship,Lucknow,Tier-3,10,5,0.0,5.5
2026-07-02,Delhivery,Mumbai,Tier-1,9,4,1594.0,5.6
2026-07-02,Delhivery,Delhi,Tier-1,8,0,0.0,6.0
2026-07-02,Delhivery,Pune,Tier-2,13,3,870.0,4.62
2026-07-02,Delhivery,Indore,Tier-2,8,2,599.0,5.38
2026-07-02,Delhivery,Jaipur,Tier-3,11,1,397.0,5.82
2026-07-02,Delhivery,Lucknow,Tier-3,10,2,350.0,4.7
2026-07-02,Bluedart,Mumbai,Tier-1,11,1,176.0,6.73
2026-07-02,Bluedart,Delhi,Tier-1,13,1,133.0,5.38
2026-07-02,Bluedart,Pune,Tier-2,7,1,219.0,5.0
2026-07-02,Bluedart,Indore,Tier-2,9,0,0.0,5.78
2026-07-02,Bluedart,Jaipur,Tier-3,7,3,313.0,4.38
2026-07-02,Bluedart,Lucknow,Tier-3,7,4,294.0,5.13
2026-07-02,Shiprocket,Mumbai,Tier-1,9,1,107.0,5.67
2026-07-02,Shiprocket,Delhi,Tier-1,16,0,0.0,5.75
2026-07-02,Shiprocket,Pune,Tier-2,11,0,0.0,6.55
2026-07-02,Shiprocket,Indore,Tier-2,10,1,8510.0,4.45
2026-07-02,Shiprocket,Jaipur,Tier-3,3,1,6006.0,8.25
2026-07-02,Shiprocket,Lucknow,Tier-3,12,2,259.0,6.58
2026-07-02,DTDC,Mumbai,Tier-1,7,2,245.0,4.43
2026-07-02,DTDC,Delhi,Tier-1,3,0,0.0,6.67
2026-07-02,DTDC,Pune,Tier-2,12,4,191.0,5.58
2026-07-02,DTDC,Indore,Tier-2,4,0,0.0,5.75
2026-07-02,DTDC,Jaipur,Tier-3,13,3,45.0,5.08
2026-07-02,DTDC,Lucknow,Tier-3,13,5,271.0,7.15
2026-07-02,Kwikship,Mumbai,Tier-1,10,0,0.0,6.1
2026-07-02,Kwikship,Delhi,Tier-1,10,0,0.0,5.3
2026-07-02,Kwikship,Pune,Tier-2,10,0,0.0,5.3
2026-07-02,Kwikship,Indore,Tier-2,9,0,0.0,5.44
2026-07-02,Kwikship,Jaipur,Tier-3,9,3,488.0,5.11
2026-07-02,Kwikship,Lucknow,Tier-3,9,2,0.0,6.0
2026-07-03,Delhivery,Mumbai,Tier-1,12,1,312.0,6.58
2026-07-03,Delhivery,Delhi,Tier-1,11,2,447.0,5.36
2026-07-03,Delhivery,Pune,Tier-2,7,3,691.0,4.29
2026-07-03,Delhivery,Indore,Tier-2,6,2,516.0,6.17
2026-07-03,Delhivery,Jaipur,Tier-3,6,0,0.0,5.17
2026-07-03,Delhivery,Lucknow,Tier-3,7,3,507.0,5.29
2026-07-03,Bluedart,Mumbai,Tier-1,9,1,215.0,5.0
2026-07-03,Bluedart,Delhi,Tier-1,12,2,391.0,5.75
2026-07-03,Bluedart,Pune,Tier-2,7,2,382.0,6.71
2026-07-03,Bluedart,Indore,Tier-2,9,1,160.0,5.67
2026-07-03,Bluedart,Jaipur,Tier-3,11,5,235.0,5.82
2026-07-03,Bluedart,Lucknow,Tier-3,5,5,234.0,5.6
2026-07-03,Shiprocket,Mumbai,Tier-1,8,1,238.0,6.0
2026-07-03,Shiprocket,Delhi,Tier-1,12,0,0.0,5.92
2026-07-03,Shiprocket,Pune,Tier-2,11,0,0.0,5.82
2026-07-03,Shiprocket,Indore,Tier-2,6,1,214.0,5.67
2026-07-03,Shiprocket,Jaipur,Tier-3,9,2,1566.0,4.8
2026-07-03,Shiprocket,Lucknow,Tier-3,6,0,0.0,6.17
2026-07-03,DTDC,Mumbai,Tier-1,5,3,40.0,8.4
2026-07-03,DTDC,Delhi,Tier-1,8,2,32.0,5.5
2026-07-03,DTDC,Pune,Tier-2,9,3,57.0,4.44
2026-07-03,DTDC,Indore,Tier-2,9,1,19.0,4.78
2026-07-03,DTDC,Jaipur,Tier-3,11,2,26.0,5.91
2026-07-03,DTDC,Lucknow,Tier-3,9,6,242.0,5.78
2026-07-03,Kwikship,Mumbai,Tier-1,6,0,0.0,5.33
2026-07-03,Kwikship,Delhi,Tier-1,10,0,0.0,6.5
2026-07-03,Kwikship,Pune,Tier-2,8,0,0.0,5.13
2026-07-03,Kwikship,Indore,Tier-2,14,2,406.0,6.43
2026-07-03,Kwikship,Jaipur,Tier-3,11,3,106.0,5.36
2026-07-03,Kwikship,Lucknow,Tier-3,5,2,0.0,5.2
2026-07-04,Delhivery,Mumbai,Tier-1,5,1,2844.0,4.83
2026-07-04,Delhivery,Delhi,Tier-1,9,3,723.0,5.22
2026-07-04,Delhivery,Pune,Tier-2,7,3,496.0,5.43
2026-07-04,Delhivery,Indore,Tier-2,9,2,105.0,4.7
2026-07-04,Delhivery,Jaipur,Tier-3,6,0,0.0,5.5
2026-07-04,Delhivery,Lucknow,Tier-3,10,2,380.0,5.7
2026-07-04,Bluedart,Mumbai,Tier-1,11,2,347.0,5.55
2026-07-04,Bluedart,Delhi,Tier-1,6,0,0.0,4.5
2026-07-04,Bluedart,Pune,Tier-2,7,1,230.0,5.57
2026-07-04,Bluedart,Indore,Tier-2,10,1,121.0,5.5
2026-07-04,Bluedart,Jaipur,Tier-3,7,6,453.0,4.71
2026-07-04,Bluedart,Lucknow,Tier-3,13,9,562.0,4.92
2026-07-04,Shiprocket,Mumbai,Tier-1,7,1,167.0,4.86
2026-07-04,Shiprocket,Delhi,Tier-1,7,0,0.0,5.14
2026-07-04,Shiprocket,Pune,Tier-2,7,1,229.0,5.43
2026-07-04,Shiprocket,Indore,Tier-2,6,0,0.0,6.0
2026-07-04,Shiprocket,Jaipur,Tier-3,9,0,0.0,5.56
2026-07-04,Shiprocket,Lucknow,Tier-3,7,0,0.0,4.29
2026-07-04,DTDC,Mumbai,Tier-1,8,4,236.0,4.67
2026-07-04,DTDC,Delhi,Tier-1,14,7,549.0,5.19
2026-07-04,DTDC,Pune,Tier-2,12,7,350.0,5.75
2026-07-04,DTDC,Indore,Tier-2,10,3,165.0,4.09
2026-07-04,DTDC,Jaipur,Tier-3,8,2,141.0,5.5
2026-07-04,DTDC,Lucknow,Tier-3,6,2,32.0,5.17
2026-07-04,Kwikship,Mumbai,Tier-1,6,0,0.0,5.17
2026-07-04,Kwikship,Delhi,Tier-1,4,0,0.0,5.0
2026-07-04,Kwikship,Pune,Tier-2,10,0,0.0,5.4
2026-07-04,Kwikship,Indore,Tier-2,10,0,0.0,4.0
2026-07-04,Kwikship,Jaipur,Tier-3,11,4,307.0,3.42
2026-07-04,Kwikship,Lucknow,Tier-3,8,0,0.0,3.75
2026-07-05,Delhivery,Mumbai,Tier-1,6,3,1177.0,6.14
2026-07-05,Delhivery,Delhi,Tier-1,6,2,461.0,4.0
2026-07-05,Delhivery,Pune,Tier-2,3,1,347.0,6.33
2026-07-05,Delhivery,Indore,Tier-2,10,3,632.0,4.82
2026-07-05,Delhivery,Jaipur,Tier-3,8,0,0.0,4.5
2026-07-05,Delhivery,Lucknow,Tier-3,10,5,1349.0,6.4
2026-07-05,Bluedart,Mumbai,Tier-1,11,2,10004.0,6.5
2026-07-05,Bluedart,Delhi,Tier-1,3,1,9546.0,5.5
2026-07-05,Bluedart,Pune,Tier-2,8,2,302.0,5.25
2026-07-05,Bluedart,Indore,Tier-2,11,1,142.0,5.91
2026-07-05,Bluedart,Jaipur,Tier-3,9,2,107.0,5.89
2026-07-05,Bluedart,Lucknow,Tier-3,9,3,226.0,5.4
2026-07-05,Shiprocket,Mumbai,Tier-1,7,2,298.0,4.57
2026-07-05,Shiprocket,Delhi,Tier-1,6,0,0.0,5.17
2026-07-05,Shiprocket,Pune,Tier-2,9,0,0.0,5.22
2026-07-05,Shiprocket,Indore,Tier-2,6,0,0.0,4.67
2026-07-05,Shiprocket,Jaipur,Tier-3,6,0,0.0,6.5
2026-07-05,Shiprocket,Lucknow,Tier-3,7,1,0.0,5.5
2026-07-05,DTDC,Mumbai,Tier-1,4,1,207.0,4.25
2026-07-05,DTDC,Delhi,Tier-1,11,3,282.0,4.92
2026-07-05,DTDC,Pune,Tier-2,10,6,204.0,5.7
2026-07-05,DTDC,Indore,Tier-2,13,5,251.0,5.69
2026-07-05,DTDC,Jaipur,Tier-3,5,2,21.0,4.0
2026-07-05,DTDC,Lucknow,Tier-3,10,2,38.0,4.5
2026-07-05,Kwikship,Mumbai,Tier-1,10,0,0.0,5.5
2026-07-05,Kwikship,Delhi,Tier-1,13,0,0.0,6.92
2026-07-05,Kwikship,Pune,Tier-2,10,0,0.0,5.4
2026-07-05,Kwikship,Indore,Tier-2,9,0,0.0,5.0
2026-07-05,Kwikship,Jaipur,Tier-3,10,7,221.0,6.0
2026-07-05,Kwikship,Lucknow,Tier-3,6,2,0.0,3.83
2026-07-06,Delhivery,Mumbai,Tier-1,9,1,175.0,5.44
2026-07-06,Delhivery,Delhi,Tier-1,11,3,673.0,5.58
2026-07-06,Delhivery,Pune,Tier-2,3,0,0.0,3.0
2026-07-06,Delhivery,Indore,Tier-2,7,2,405.0,6.0
2026-07-06,Delhivery,Jaipur,Tier-3,9,2,461.0,4.67
2026-07-06,Delhivery,Lucknow,Tier-3,10,2,396.0,5.3
2026-07-06,Bluedart,Mumbai,Tier-1,8,0,0.0,7.25
2026-07-06,Bluedart,Delhi,Tier-1,11,2,153.0,6.08
2026-07-06,Bluedart,Pune,Tier-2,13,1,0.0,5.93
2026-07-06,Bluedart,Indore,Tier-2,5,0,0.0,6.2
2026-07-06,Bluedart,Jaipur,Tier-3,14,6,603.0,4.86
2026-07-06,Bluedart,Lucknow,Tier-3,10,6,783.0,5.82
2026-07-06,Shiprocket,Mumbai,Tier-1,8,1,207.0,5.38
2026-07-06,Shiprocket,Delhi,Tier-1,14,1,197.0,5.5
2026-07-06,Shiprocket,Pune,Tier-2,10,0,0.0,6.2
2026-07-06,Shiprocket,Indore,Tier-2,9,0,0.0,3.78
2026-07-06,Shiprocket,Jaipur,Tier-3,9,0,0.0,5.67
2026-07-06,Shiprocket,Lucknow,Tier-3,11,0,0.0,6.91
2026-07-06,DTDC,Mumbai,Tier-1,8,4,274.0,4.25
2026-07-06,DTDC,Delhi,Tier-1,8,6,108.0,6.5
2026-07-06,DTDC,Pune,Tier-2,13,4,76.0,5.31
2026-07-06,DTDC,Indore,Tier-2,9,5,5257.0,6.7
2026-07-06,DTDC,Jaipur,Tier-3,12,4,70.0,5.83
2026-07-06,DTDC,Lucknow,Tier-3,10,5,386.0,3.83
2026-07-06,Kwikship,Mumbai,Tier-1,13,0,0.0,5.08
2026-07-06,Kwikship,Delhi,Tier-1,7,1,225.0,6.43
2026-07-06,Kwikship,Pune,Tier-2,10,0,0.0,5.4
2026-07-06,Kwikship,Indore,Tier-2,11,2,463.0,5.55
2026-07-06,Kwikship,Jaipur,Tier-3,13,5,169.0,5.21
2026-07-06,Kwikship,Lucknow,Tier-3,9,4,0.0,6.22
2026-07-07,Delhivery,Mumbai,Tier-1,15,5,951.0,5.8
2026-07-07,Delhivery,Delhi,Tier-1,11,3,821.0,4.64
2026-07-07,Delhivery,Pune,Tier-2,11,4,823.0,4.73
2026-07-07,Delhivery,Indore,Tier-2,14,1,358.0,5.36
2026-07-07,Delhivery,Jaipur,Tier-3,6,2,2944.0,4.86
2026-07-07,Delhivery,Lucknow,Tier-3,6,0,0.0,4.0
2026-07-07,Bluedart,Mumbai,Tier-1,13,2,356.0,5.92
2026-07-07,Bluedart,Delhi,Tier-1,8,1,111.0,5.63
2026-07-07,Bluedart,Pune,Tier-2,10,0,0.0,5.6
2026-07-07,Bluedart,Indore,Tier-2,8,0,0.0,5.38
2026-07-07,Bluedart,Jaipur,Tier-3,8,3,433.0,5.13
2026-07-07,Bluedart,Lucknow,Tier-3,8,4,161.0,4.75
2026-07-07,Shiprocket,Mumbai,Tier-1,10,1,244.0,5.5
2026-07-07,Shiprocket,Delhi,Tier-1,8,1,110.0,6.0
2026-07-07,Shiprocket,Pune,Tier-2,8,0,0.0,6.0
2026-07-07,Shiprocket,Indore,Tier-2,13,2,385.0,5.92
2026-07-07,Shiprocket,Jaipur,Tier-3,14,2,393.0,6.36
2026-07-07,Shiprocket,Lucknow,Tier-3,10,2,476.0,4.5
2026-07-07,DTDC,Mumbai,Tier-1,4,2,38.0,5.25
2026-07-07,DTDC,Delhi,Tier-1,7,4,234.0,4.86
2026-07-07,DTDC,Pune,Tier-2,11,8,482.0,6.0
2026-07-07,DTDC,Indore,Tier-2,12,9,9203.0,5.27
2026-07-07,DTDC,Jaipur,Tier-3,9,1,8.0,6.0
2026-07-07,DTDC,Lucknow,Tier-3,6,1,19.0,4.83
2026-07-07,Kwikship,Mumbai,Tier-1,9,0,0.0,5.0
2026-07-07,Kwikship,Delhi,Tier-1,5,1,8824.0,6.83
2026-07-07,Kwikship,Pune,Tier-2,12,1,0.0,5.23
2026-07-07,Kwikship,Indore,Tier-2,12,1,162.0,5.75
2026-07-07,Kwikship,Jaipur,Tier-3,7,2,165.0,5.88
2026-07-07,Kwikship,Lucknow,Tier-3,10,2,0.0,5.0
2026-07-08,Delhivery,Mumbai,Tier-1,10,0,0.0,6.5
2026-07-08,Delhivery,Delhi,Tier-1,8,2,592.0,4.25
2026-07-08,Delhivery,Pune,Tier-2,9,2,660.0,6.1
2026-07-08,Delhivery,Indore,Tier-2,4,0,0.0,6.0
2026-07-08,Delhivery,Jaipur,Tier-3,9,1,238.0,5.78
2026-07-08,Delhivery,Lucknow,Tier-3,8,2,685.0,3.22
2026-07-08,Bluedart,Mumbai,Tier-1,10,1,213.0,5.7
2026-07-08,Bluedart,Delhi,Tier-1,9,0,0.0,4.78
2026-07-08,Bluedart,Pune,Tier-2,13,0,0.0,4.54
2026-07-08,Bluedart,Indore,Tier-2,4,1,218.0,5.5
2026-07-08,Bluedart,Jaipur,Tier-3,9,5,397.0,6.0
2026-07-08,Bluedart,Lucknow,Tier-3,8,7,488.0,6.13
2026-07-08,Shiprocket,Mumbai,Tier-1,15,2,388.0,5.33
2026-07-08,Shiprocket,Delhi,Tier-1,8,1,218.0,5.13
2026-07-08,Shiprocket,Pune,Tier-2,9,1,123.0,6.0
2026-07-08,Shiprocket,Indore,Tier-2,4,0,0.0,5.75
2026-07-08,Shiprocket,Jaipur,Tier-3,12,1,233.0,4.5
2026-07-08,Shiprocket,Lucknow,Tier-3,11,1,215.0,6.0
2026-07-08,DTDC,Mumbai,Tier-1,9,4,70.0,4.33
2026-07-08,DTDC,Delhi,Tier-1,7,3,57.0,4.86
2026-07-08,DTDC,Pune,Tier-2,13,6,102.0,6.46
2026-07-08,DTDC,Indore,Tier-2,6,4,282.0,5.5
2026-07-08,DTDC,Jaipur,Tier-3,7,3,197.0,5.57
2026-07-08,DTDC,Lucknow,Tier-3,13,3,57.0,6.15
2026-07-08,Kwikship,Mumbai,Tier-1,14,3,3121.0,6.27
2026-07-08,Kwikship,Delhi,Tier-1,2,0,0.0,5.5
2026-07-08,Kwikship,Pune,Tier-2,13,2,452.0,4.69
2026-07-08,Kwikship,Indore,Tier-2,8,1,166.0,4.38
2026-07-08,Kwikship,Jaipur,Tier-3,9,4,318.0,4.11
2026-07-08,Kwikship,Lucknow,Tier-3,7,1,0.0,5.29
2026-07-09,Delhivery,Mumbai,Tier-1,10,0,0.0,6.3
2026-07-09,Delhivery,Delhi,Tier-1,8,3,854.0,3.38
2026-07-09,Delhivery,Pune,Tier-2,9,1,288.0,6.33
2026-07-09,Delhivery,Indore,Tier-2,10,1,386.0,6.1
2026-07-09,Delhivery,Jaipur,Tier-3,5,0,0.0,6.2
2026-07-09,Delhivery,Lucknow,Tier-3,11,2,535.0,4.73
2026-07-09,Bluedart,Mumbai,Tier-1,11,2,398.0,5.91
2026-07-09,Bluedart,Delhi,Tier-1,9,1,104.0,5.11
2026-07-09,Bluedart,Pune,Tier-2,5,0,0.0,6.8
2026-07-09,Bluedart,Indore,Tier-2,14,1,152.0,5.64
2026-07-09,Bluedart,Jaipur,Tier-3,12,5,334.0,5.42
2026-07-09,Bluedart,Lucknow,Tier-3,9,4,551.0,3.9
2026-07-09,Shiprocket,Mumbai,Tier-1,10,3,664.0,5.6
2026-07-09,Shiprocket,Delhi,Tier-1,4,0,0.0,5.25
2026-07-09,Shiprocket,Pune,Tier-2,3,1,197.0,6.0
2026-07-09,Shiprocket,Indore,Tier-2,12,1,135.0,6.17
2026-07-09,Shiprocket,Jaipur,Tier-3,5,0,0.0,5.6
2026-07-09,Shiprocket,Lucknow,Tier-3,8,1,126.0,6.38
2026-07-09,DTDC,Mumbai,Tier-1,9,3,51.0,5.33
2026-07-09,DTDC,Delhi,Tier-1,7,3,46.0,6.14
2026-07-09,DTDC,Pune,Tier-2,8,1,19.0,5.63
2026-07-09,DTDC,Indore,Tier-2,6,2,19.0,5.43
2026-07-09,DTDC,Jaipur,Tier-3,7,3,154.0,5.57
2026-07-09,DTDC,Lucknow,Tier-3,6,4,64.0,6.33
2026-07-09,Kwikship,Mumbai,Tier-1,11,0,0.0,4.45
2026-07-09,Kwikship,Delhi,Tier-1,7,1,121.0,5.0
2026-07-09,Kwikship,Pune,Tier-2,5,1,119.0,5.4
2026-07-09,Kwikship,Indore,Tier-2,10,1,194.0,6.8
2026-07-09,Kwikship,Jaipur,Tier-3,9,0,0.0,4.89
2026-07-09,Kwikship,Lucknow,Tier-3,17,9,0.0,6.53
2026-07-10,Delhivery,Mumbai,Tier-1,16,3,4035.0,5.53
2026-07-10,Delhivery,Delhi,Tier-1,10,1,246.0,5.9
2026-07-10,Delhivery,Pune,Tier-2,7,2,442.0,4.86
2026-07-10,Delhivery,Indore,Tier-2,15,3,4773.0,3.61
2026-07-10,Delhivery,Jaipur,Tier-3,9,1,0.0,6.0
2026-07-10,Delhivery,Lucknow,Tier-3,5,2,415.0,5.0
2026-07-10,Bluedart,Mumbai,Tier-1,5,0,0.0,5.8
2026-07-10,Bluedart,Delhi,Tier-1,9,0,0.0,4.67
2026-07-10,Bluedart,Pune,Tier-2,12,0,0.0,5.58
2026-07-10,Bluedart,Indore,Tier-2,7,0,0.0,7.14
2026-07-10,Bluedart,Jaipur,Tier-3,11,6,382.0,5.64
2026-07-10,Bluedart,Lucknow,Tier-3,10,7,643.0,5.0
2026-07-10,Shiprocket,Mumbai,Tier-1,10,1,225.0,6.4
2026-07-10,Shiprocket,Delhi,Tier-1,12,1,210.0,4.83
2026-07-10,Shiprocket,Pune,Tier-2,5,0,0.0,5.0
2026-07-10,Shiprocket,Indore,Tier-2,5,0,0.0,5.6
2026-07-10,Shiprocket,Jaipur,Tier-3,12,0,0.0,5.17
2026-07-10,Shiprocket,Lucknow,Tier-3,11,0,0.0,4.64
2026-07-10,DTDC,Mumbai,Tier-1,16,4,65.0,5.5
2026-07-10,DTDC,Delhi,Tier-1,9,5,219.0,6.0
2026-07-10,DTDC,Pune,Tier-2,6,3,158.0,5.57
2026-07-10,DTDC,Indore,Tier-2,10,5,89.0,5.8
2026-07-10,DTDC,Jaipur,Tier-3,9,2,32.0,4.22
2026-07-10,DTDC,Lucknow,Tier-3,5,1,19.0,6.4
2026-07-10,Kwikship,Mumbai,Tier-1,18,1,236.0,5.39
2026-07-10,Kwikship,Delhi,Tier-1,11,2,440.0,5.18
2026-07-10,Kwikship,Pune,Tier-2,11,0,0.0,4.36
2026-07-10,Kwikship,Indore,Tier-2,11,2,282.0,4.91
2026-07-10,Kwikship,Jaipur,Tier-3,6,3,0.0,7.5
2026-07-10,Kwikship,Lucknow,Tier-3,6,1,0.0,5.67
2026-07-11,Delhivery,Mumbai,Tier-1,17,4,908.0,5.94
2026-07-11,Delhivery,Delhi,Tier-1,7,3,798.0,5.57
2026-07-11,Delhivery,Pune,Tier-2,5,0,0.0,6.8
2026-07-11,Delhivery,Indore,Tier-2,7,1,254.0,7.29
2026-07-11,Delhivery,Jaipur,Tier-3,7,3,706.0,5.25
2026-07-11,Delhivery,Lucknow,Tier-3,3,1,263.0,3.0
2026-07-11,Bluedart,Mumbai,Tier-1,10,2,11566.0,4.91
2026-07-11,Bluedart,Delhi,Tier-1,14,0,0.0,6.14
2026-07-11,Bluedart,Pune,Tier-2,14,2,398.0,5.21
2026-07-11,Bluedart,Indore,Tier-2,8,1,229.0,5.38
2026-07-11,Bluedart,Jaipur,Tier-3,9,6,204.0,6.44
2026-07-11,Bluedart,Lucknow,Tier-3,5,2,98.0,4.83
2026-07-11,Shiprocket,Mumbai,Tier-1,10,0,0.0,6.1
2026-07-11,Shiprocket,Delhi,Tier-1,5,0,0.0,6.2
2026-07-11,Shiprocket,Pune,Tier-2,5,0,0.0,4.6
2026-07-11,Shiprocket,Indore,Tier-2,9,3,380.0,6.11
2026-07-11,Shiprocket,Jaipur,Tier-3,12,0,0.0,4.75
2026-07-11,Shiprocket,Lucknow,Tier-3,7,2,231.0,6.38
2026-07-11,DTDC,Mumbai,Tier-1,12,1,128.0,5.08
2026-07-11,DTDC,Delhi,Tier-1,14,6,334.0,5.93
2026-07-11,DTDC,Pune,Tier-2,13,8,291.0,6.31
2026-07-11,DTDC,Indore,Tier-2,10,3,261.0,6.36
2026-07-11,DTDC,Jaipur,Tier-3,10,5,232.0,5.6
2026-07-11,DTDC,Lucknow,Tier-3,7,5,247.0,5.57
2026-07-11,Kwikship,Mumbai,Tier-1,4,1,219.0,7.25
2026-07-11,Kwikship,Delhi,Tier-1,5,2,340.0,5.4
2026-07-11,Kwikship,Pune,Tier-2,8,0,0.0,5.88
2026-07-11,Kwikship,Indore,Tier-2,10,1,187.0,5.3
2026-07-11,Kwikship,Jaipur,Tier-3,6,2,0.0,5.33
2026-07-11,Kwikship,Lucknow,Tier-3,9,3,0.0,5.44
2026-07-12,Delhivery,Mumbai,Tier-1,12,1,408.0,5.42
2026-07-12,Delhivery,Delhi,Tier-1,13,2,248.0,5.23
2026-07-12,Delhivery,Pune,Tier-2,7,3,723.0,5.71
2026-07-12,Delhivery,Indore,Tier-2,8,2,312.0,4.5
2026-07-12,Delhivery,Jaipur,Tier-3,15,1,275.0,5.87
2026-07-12,Delhivery,Lucknow,Tier-3,18,3,789.0,4.83
2026-07-12,Bluedart,Mumbai,Tier-1,11,1,234.0,6.18
2026-07-12,Bluedart,Delhi,Tier-1,6,0,0.0,6.0
2026-07-12,Bluedart,Pune,Tier-2,11,3,467.0,4.0
2026-07-12,Bluedart,Indore,Tier-2,12,1,159.0,5.75
2026-07-12,Bluedart,Jaipur,Tier-3,11,7,538.0,4.82
2026-07-12,Bluedart,Lucknow,Tier-3,8,5,448.0,6.5
2026-07-12,Shiprocket,Mumbai,Tier-1,11,0,0.0,4.27
2026-07-12,Shiprocket,Delhi,Tier-1,8,1,213.0,5.75
2026-07-12,Shiprocket,Pune,Tier-2,9,0,0.0,5.44
2026-07-12,Shiprocket,Indore,Tier-2,8,0,0.0,4.38
2026-07-12,Shiprocket,Jaipur,Tier-3,5,0,0.0,5.6
2026-07-12,Shiprocket,Lucknow,Tier-3,8,0,0.0,7.13
2026-07-12,DTDC,Mumbai,Tier-1,11,5,501.0,6.42
2026-07-12,DTDC,Delhi,Tier-1,7,2,120.0,5.43
2026-07-12,DTDC,Pune,Tier-2,10,4,65.0,6.6
2026-07-12,DTDC,Indore,Tier-2,12,8,407.0,5.0
2026-07-12,DTDC,Jaipur,Tier-3,8,3,467.0,5.89
2026-07-12,DTDC,Lucknow,Tier-3,6,1,125.0,5.17
2026-07-12,Kwikship,Mumbai,Tier-1,8,0,0.0,6.88
2026-07-12,Kwikship,Delhi,Tier-1,7,0,0.0,4.57
2026-07-12,Kwikship,Pune,Tier-2,6,1,229.0,5.0
2026-07-12,Kwikship,Indore,Tier-2,5,1,10582.0,6.17
2026-07-12,Kwikship,Jaipur,Tier-3,6,2,0.0,5.67
2026-07-12,Kwikship,Lucknow,Tier-3,17,2,0.0,5.94
2026-07-13,Delhivery,Mumbai,Tier-1,8,2,378.0,6.0
2026-07-13,Delhivery,Delhi,Tier-1,7,0,0.0,7.14
2026-07-13,Delhivery,Pune,Tier-2,11,1,222.0,5.36
2026-07-13,Delhivery,Indore,Tier-2,7,1,449.0,4.38
2026-07-13,Delhivery,Jaipur,Tier-3,8,0,0.0,5.63
2026-07-13,Delhivery,Lucknow,Tier-3,11,2,11504.0,5.79
2026-07-13,Bluedart,Mumbai,Tier-1,16,2,11982.0,6.0
2026-07-13,Bluedart,Delhi,Tier-1,8,4,611.0,6.38
2026-07-13,Bluedart,Pune,Tier-2,10,0,0.0,5.6
2026-07-13,Bluedart,Indore,Tier-2,14,1,179.0,5.43
2026-07-13,Bluedart,Jaipur,Tier-3,9,6,528.0,6.1
2026-07-13,Bluedart,Lucknow,Tier-3,6,4,225.0,5.67
2026-07-13,Shiprocket,Mumbai,Tier-1,10,0,0.0,5.2
2026-07-13,Shiprocket,Delhi,Tier-1,9,0,0.0,6.0
2026-07-13,Shiprocket,Pune,Tier-2,8,0,0.0,6.38
2026-07-13,Shiprocket,Indore,Tier-2,9,2,315.0,3.89
2026-07-13,Shiprocket,Jaipur,Tier-3,10,0,0.0,6.0
2026-07-13,Shiprocket,Lucknow,Tier-3,15,0,0.0,5.93
2026-07-13,DTDC,Mumbai,Tier-1,7,2,38.0,7.43
2026-07-13,DTDC,Delhi,Tier-1,14,3,45.0,5.0
2026-07-13,DTDC,Pune,Tier-2,8,5,78.0,5.88
2026-07-13,DTDC,Indore,Tier-2,9,4,70.0,4.11
2026-07-13,DTDC,Jaipur,Tier-3,6,1,220.0,6.14
2026-07-13,DTDC,Lucknow,Tier-3,7,1,227.0,4.63
2026-07-13,Kwikship,Mumbai,Tier-1,7,1,8252.0,5.75
2026-07-13,Kwikship,Delhi,Tier-1,11,0,0.0,6.0
2026-07-13,Kwikship,Pune,Tier-2,7,0,0.0,3.71
2026-07-13,Kwikship,Indore,Tier-2,10,0,0.0,5.1
2026-07-13,Kwikship,Jaipur,Tier-3,6,2,0.0,5.67
2026-07-13,Kwikship,Lucknow,Tier-3,11,5,0.0,6.64
2026-07-14,Delhivery,Mumbai,Tier-1,13,3,719.0,6.0
2026-07-14,Delhivery,Delhi,Tier-1,18,7,12895.0,5.95
