order_id,awb_number,courier_id,merchant_id,geo_id,order_date,delivery_date,order_status,payment_mode,cod_amount,declared_weight,order_value,promised_eta_hrs,actual_eta_hrs
ORD100240,AWB100240,3,M-016,2,2026-08-07,2026-08-10,DELIVERED,COD,2285,6.138,2285,96,58.4
ORD100241,AWB100241,1,M-018,5,2026-06-26,,LOST,Prepaid,0,8.203,3882,72,
ORD100242,AWB100242,2,M-016,1,2026-08-15,2026-08-17,DELIVERED,Prepaid,0,8.008,1561,48,51.7
ORD100243,AWB100243,1,M-008,4,2026-06-24,2026-06-27,DELIVERED,COD,3604,7.246,3604,72,60.4
ORD100244,AWB100244,1,M-005,2,2026-06-22,2026-06-25,DELIVERED,Prepaid,0,5.783,1500,72,59.8
ORD100245,AWB100245,2,M-018,4,2026-07-02,,RTO,Prepaid,0,4.264,2685,48,
ORD100246,AWB100246,5,M-012,4,2026-07-07,,IN_TRANSIT,Prepaid,0,2.328,2202,72,
ORD100247,AWB100247,1,M-006,4,2026-08-25,2026-08-28,DELIVERED,Prepaid,0,1.242,3935,72,58.9
ORD100248,AWB100248,5,M-003,4,2026-08-12,2026-08-16,DELIVERED,Prepaid,0,4.122,529,72,79.6
ORD100249,AWB100249,2,M-020,6,2026-07-19,2026-07-21,DELIVERED,COD,1190,0.74,1190,48,47.4
ORD100250,AWB100250,1,M-009,2,2026-07-27,2026-07-30,DELIVERED,COD,5584,4.373,5584,72,75.8
ORD100251,AWB100251,2,M-014,1,2026-06-22,2026-06-24,DELIVERED,Prepaid,0,4.067,3136,48,37.8
ORD100252,AWB100252,3,M-006,6,2026-06-27,2026-06-30,DELIVERED,Prepaid,0,7.889,470,96,60.9
ORD100253,AWB100253,5,M-003,1,2026-07-19,2026-07-22,DELIVERED,COD,1604,2.328,1604,72,57.8
ORD100254,AWB100254,4,M-015,6,2026-08-17,,RTO,COD,991,2.477,991,96,
ORD100255,AWB100255,5,M-010,5,2026-07-30,2026-08-03,DELIVERED,COD,2949,4.793,2949,72,82.7
ORD100256,AWB100256,4,M-003,3,2026-08-26,2026-08-30,DELIVERED,Prepaid,0,1.124,2043,96,94.5
ORD100257,AWB100257,4,M-019,3,2026-06-19,,RTO,COD,3656,2.731,3656,96,
ORD100258,AWB100258,2,M-004,3,2026-07-26,2026-07-28,DELIVERED,COD,2052,0.79,2052,48,32.6
ORD100259,AWB100259,4,M-008,3,2026-08-15,2026-08-19,DELIVERED,COD,1966,5.812,1966,96,92.7
ORD100260,AWB100260,4,M-017,6,2026-08-26,2026-08-29,DELIVERED,Prepaid,0,5.608,4188,96,71.0
ORD100261,AWB100261,2,M-003,1,2026-07-06,2026-07-08,DELIVERED,Prepaid,0,2.901,727,48,33.0
ORD100262,AWB100262,5,M-004,5,2026-08-18,2026-08-24,DELIVERED,COD,4953,4.932,4953,72,133.3
ORD100263,AWB100263,4,M-017,1,2026-07-04,2026-07-09,DELIVERED,COD,3203,5.518,3203,96,109.2
ORD100264,AWB100264,3,M-020,1,2026-09-08,2026-09-13,DELIVERED,COD,1585,2.666,1585,96,106.9
ORD100265,AWB100265,3,M-015,1,2026-06-25,2026-06-29,DELIVERED,COD,1161,5.746,1161,96,97.6
ORD100266,AWB100266,5,M-006,6,2026-08-08,,IN_TRANSIT,Prepaid,0,3.514,2358,72,
ORD100267,AWB100267,1,M-011,3,2026-07-20,2026-07-23,DELIVERED,Prepaid,0,3.476,3549,72,72.2
ORD100268,AWB100268,1,M-004,6,2026-08-02,2026-08-05,DELIVERED,Prepaid,0,4.672,3934,72,75.6
ORD100269,AWB100269,3,M-017,3,2026-07-12,2026-07-16,DELIVERED,Prepaid,0,6.955,2004,96,95.0
ORD100270,AWB100270,4,M-014,6,2026-07-08,2026-07-12,DELIVERED,COD,3431,1.633,3431,96,100.5
ORD100271,AWB100271,2,M-013,2,2026-07-23,2026-07-25,DELIVERED,COD,1849,2.488,1849,48,39.2
ORD100272,AWB100272,4,M-011,2,2026-07-15,2026-07-18,DELIVERED,Prepaid,0,7.537,632,96,63.3
ORD100273,AWB100273,3,M-018,2,2026-08-26,2026-08-30,DELIVERED,COD,5245,1.869,5245,96,95.3
ORD100274,AWB100274,4,M-010,3,2026-09-03,2026-09-08,DELIVERED,COD,1128,7.72,1128,96,115.1
ORD100275,AWB100275,3,M-019,2,2026-08-28,2026-08-31,DELIVERED,COD,2379,5.413,2379,96,71.4
ORD100276,AWB100276,2,M-004,3,2026-08-01,2026-08-04,DELIVERED,Prepaid,0,5.353,2678,48,57.0
ORD100277,AWB100277,4,M-006,5,2026-07-13,2026-07-18,DELIVERED,COD,5473,4.708,5473,96,103.0
ORD100278,AWB100278,4,M-005,4,2026-08-12,2026-08-17,DELIVERED,Prepaid,0,3.83,789,96,112.4
ORD100279,AWB100279,1,M-008,4,2026-08-28,2026-09-01,DELIVERED,COD,3196,5.199,3196,72,84.5
ORD100280,AWB100280,2,M-012,4,2026-08-10,2026-08-12,DELIVERED,COD,941,1.551,941,48,51.4
ORD100281,AWB100281,3,M-001,5,2026-07-21,2026-07-24,DELIVERED,COD,2176,3.831,2176,96,60.1
ORD100282,AWB100282,2,M-002,4,2026-08-06,,LOST,COD,3160,3.387,3160,48,
ORD100283,AWB100283,2,M-001,3,2026-07-23,2026-07-25,DELIVERED,Prepaid,0,8.2,2171,48,38.5
ORD100284,AWB100284,2,M-006,6,2026-09-11,,IN_TRANSIT,COD,5314,2.865,5314,48,
ORD100285,AWB100285,1,M-016,2,2026-06-18,,RTO,Prepaid,0,5.202,1186,72,
ORD100286,AWB100286,4,M-009,4,2026-08-12,2026-08-16,DELIVERED,COD,752,4.621,752,96,95.7
ORD100287,AWB100287,5,M-017,6,2026-08-13,2026-08-19,DELIVERED,COD,4221,2.484,4221,72,140.7
ORD100288,AWB100288,4,M-002,2,2026-08-27,2026-08-31,DELIVERED,Prepaid,0,7.493,4136,96,97.2
ORD100289,AWB100289,3,M-007,4,2026-08-28,2026-09-01,DELIVERED,Prepaid,0,5.42,3045,96,80.8
ORD100290,AWB100290,5,M-005,4,2026-07-27,2026-07-31,DELIVERED,COD,5000,2.197,5000,72,84.3
ORD100291,AWB100291,2,M-020,2,2026-07-26,,IN_TRANSIT,COD,3249,5.469,3249,48,
ORD100292,AWB100292,1,M-010,1,2026-08-22,2026-08-25,DELIVERED,Prepaid,0,5.062,2533,72,61.8
ORD100293,AWB100293,5,M-011,5,2026-07-27,,RTO,COD,983,2.91,983,72,
ORD100294,AWB100294,4,M-009,2,2026-09-03,,IN_TRANSIT,Prepaid,0,3.835,2096,96,
ORD100295,AWB100295,4,M-015,5,2026-07-16,2026-07-20,DELIVERED,COD,1517,7.422,1517,96,94.6
ORD100296,AWB100296,4,M-012,6,2026-06-29,2026-07-02,DELIVERED,COD,1887,8.174,1887,96,74.2
ORD100297,AWB100297,2,M-010,6,2026-07-30,2026-08-01,DELIVERED,COD,1187,7.641,1187,48,34.8
ORD100298,AWB100298,2,M-017,6,2026-08-08,,IN_TRANSIT,Prepaid,0,5.076,1453,48,
ORD100299,AWB100299,2,M-017,6,2026-07-27,,LOST,Prepaid,0,6.375,1839,48,
ORD100300,AWB100300,2,M-002,1,2026-08-05,2026-08-08,DELIVERED,COD,729,7.913,729,48,57.0
ORD100301,AWB100301,1,M-010,1,2026-07-03,2026-07-07,DELIVERED,Prepaid,0,5.59,2430,72,84.2
ORD100302,AWB100302,3,M-004,5,2026-07-17,,LOST,COD,2680,2.271,2680,96,
ORD100303,AWB100303,5,M-015,1,2026-07-29,2026-08-01,DELIVERED,COD,5714,1.106,5714,72,75.6
ORD100304,AWB100304,4,M-020,5,2026-07-30,,IN_TRANSIT,COD,1910,4.096,1910,96,
ORD100305,AWB100305,2,M-004,6,2026-09-12,2026-09-14,DELIVERED,Prepaid,0,5.885,3694,48,44.6
ORD100306,AWB100306,2,M-020,4,2026-06-23,2026-06-25,DELIVERED,Prepaid,0,7.858,1382,48,32.1
ORD100307,AWB100307,1,M-007,2,2026-08-31,2026-09-03,DELIVERED,Prepaid,0,1.887,3718,72,74.2
ORD100308,AWB100308,5,M-006,4,2026-08-16,2026-08-19,DELIVERED,COD,1362,6.363,1362,72,56.2
ORD100309,AWB100309,4,M-002,5,2026-09-10,,LOST,Prepaid,0,2.685,423,96,
ORD100310,AWB100310,4,M-012,2,2026-07-15,2026-07-18,DELIVERED,COD,1861,7.227,1861,96,58.4
ORD100311,AWB100311,5,M-013,3,2026-08-09,,RTO,Prepaid,0,0.563,605,72,
ORD100312,AWB100312,4,M-011,1,2026-08-25,2026-08-29,DELIVERED,Prepaid,0,4.967,3831,96,95.6
ORD100313,AWB100313,4,M-010,6,2026-08-16,,IN_TRANSIT,Prepaid,0,6.035,2111,96,
ORD100314,AWB100314,2,M-003,6,2026-08-24,,LOST,Prepaid,0,5.79,3502,48,
ORD100315,AWB100315,3,M-007,2,2026-07-02,,LOST,COD,2871,6.882,2871,96,
ORD100316,AWB100316,2,M-009,1,2026-08-31,2026-09-02,DELIVERED,COD,4496,8.193,4496,48,29.6
ORD100317,AWB100317,3,M-018,2,2026-06-17,2026-06-21,DELIVERED,COD,2049,8.182,2049,96,84.4
ORD100318,AWB100318,2,M-010,2,2026-09-09,,LOST,Prepaid,0,4.489,4144,48,
ORD100319,AWB100319,4,M-007,6,2026-08-22,2026-08-25,DELIVERED,COD,2615,3.86,2615,96,65.1
ORD100320,AWB100320,3,M-008,4,2026-07-10,2026-07-13,DELIVERED,Prepaid,0,3.309,4152,96,77.3
ORD100321,AWB100321,3,M-007,1,2026-08-11,2026-08-14,DELIVERED,COD,4873,5.82,4873,96,67.9
ORD100322,AWB100322,2,M-005,5,2026-09-03,2026-09-05,DELIVERED,COD,2701,7.345,2701,48,36.0
ORD100323,AWB100323,3,M-012,2,2026-08-18,2026-08-22,DELIVERED,Prepaid,0,3.254,547,96,98.4
ORD100324,AWB100324,5,M-018,6,2026-07-10,2026-07-13,DELIVERED,COD,4747,0.908,4747,72,58.9
ORD100325,AWB100325,3,M-001,4,2026-09-13,2026-09-16,DELIVERED,COD,5359,0.439,5359,96,70.8
ORD100326,AWB100326,3,M-018,3,2026-08-15,2026-08-19,DELIVERED,Prepaid,0,0.61,3012,96,100.8
ORD100327,AWB100327,1,M-001,5,2026-07-11,2026-07-14,DELIVERED,Prepaid,0,4.764,3689,72,58.6
ORD100328,AWB100328,5,M-002,6,2026-08-16,,LOST,COD,4787,8.178,4787,72,
ORD100329,AWB100329,1,M-006,1,2026-06-28,2026-07-02,DELIVERED,Prepaid,0,5.692,611,72,85.1
ORD100330,AWB100330,1,M-020,6,2026-09-12,2026-09-15,DELIVERED,Prepaid,0,6.18,3997,72,54.3
ORD100331,AWB100331,1,M-003,5,2026-07-09,,LOST,Prepaid,0,7.302,2947,72,
ORD100332,AWB100332,4,M-004,3,2026-06-30,2026-07-04,DELIVERED,Prepaid,0,8.38,1711,96,84.9
ORD100333,AWB100333,3,M-010,3,2026-07-21,2026-07-24,DELIVERED,Prepaid,0,8.074,3736,96,69.5
ORD100334,AWB100334,2,M-006,6,2026-07-03,,RTO,Prepaid,0,2.102,3139,48,
ORD100335,AWB100335,2,M-010,3,2026-07-28,2026-07-30,DELIVERED,COD,3233,2.642,3233,48,33.1
ORD100336,AWB100336,1,M-018,1,2026-07-29,,IN_TRANSIT,Prepaid,0,4.913,3959,72,
ORD100337,AWB100337,2,M-005,4,2026-08-18,,IN_TRANSIT,COD,5092,6.097,5092,48,
ORD100338,AWB100338,4,M-020,5,2026-09-12,2026-09-16,DELIVERED,Prepaid,0,1.048,2555,96,98.2
ORD100339,AWB100339,2,M-016,4,2026-07-28,2026-07-30,DELIVERED,Prepaid,0,5.739,4197,48,50.6
ORD100340,AWB100340,3,M-017,5,2026-07-19,2026-07-22,DELIVERED,COD,4140,5.875,4140,96,58.4
ORD100341,AWB100341,5,M-016,6,2026-08-05,2026-08-11,DELIVERED,COD,3938,7.932,3938,72,128.9
ORD100342,AWB100342,5,M-001,2,2026-07-22,,RTO,COD,1076,1.004,1076,72,
ORD100343,AWB100343,2,M-020,2,2026-09-04,2026-09-06,DELIVERED,Prepaid,0,4.83,4201,48,42.8
ORD100344,AWB100344,3,M-007,2,2026-07-14,2026-07-18,DELIVERED,COD,2537,5.056,2537,96,78.8
ORD100345,AWB100345,4,M-004,3,2026-07-01,2026-07-05,DELIVERED,Prepaid,0,0.728,672,96,94.6
ORD100346,AWB100346,4,M-002,1,2026-09-03,2026-09-06,DELIVERED,COD,4306,1.062,4306,96,69.7
ORD100347,AWB100347,5,M-014,3,2026-08-11,2026-08-14,DELIVERED,Prepaid,0,7.109,3512,72,57.6
ORD100348,AWB100348,1,M-007,2,2026-08-24,,IN_TRANSIT,COD,666,2.064,666,72,
ORD100349,AWB100349,4,M-015,1,2026-08-15,2026-08-18,DELIVERED,Prepaid,0,4.594,917,96,70.3
ORD100350,AWB100350,4,M-003,6,2026-08-02,,LOST,Prepaid,0,3.151,1085,96,
ORD100351,AWB100351,1,M-019,3,2026-07-15,,IN_TRANSIT,Prepaid,0,8.348,1264,72,
ORD100352,AWB100352,4,M-017,3,2026-07-13,,LOST,COD,4818,1.997,4818,96,
ORD100353,AWB100353,4,M-013,5,2026-08-07,2026-08-10,DELIVERED,COD,1427,0.827,1427,96,60.1
ORD100354,AWB100354,3,M-018,3,2026-07-24,2026-07-27,DELIVERED,COD,2831,6.581,2831,96,67.1
ORD100355,AWB100355,3,M-007,2,2026-08-04,2026-08-08,DELIVERED,COD,5275,8.146,5275,96,88.6
ORD100356,AWB100356,5,M-009,2,2026-06-18,2026-06-21,DELIVERED,Prepaid,0,5.765,3299,72,54.5
ORD100357,AWB100357,3,M-019,4,2026-07-27,2026-08-01,DELIVERED,COD,1326,3.413,1326,96,114.7
ORD100358,AWB100358,4,M-020,3,2026-06-16,,LOST,COD,547,2.602,547,96,
ORD100359,AWB100359,2,M-016,6,2026-09-01,2026-09-04,DELIVERED,COD,1112,5.283,1112,48,54.4
ORD100360,AWB100360,3,M-016,5,2026-06-17,2026-06-21,DELIVERED,Prepaid,0,8.107,1415,96,93.5
ORD100361,AWB100361,2,M-018,1,2026-06-24,,IN_TRANSIT,COD,654,4.853,654,48,
ORD100362,AWB100362,5,M-013,5,2026-08-03,2026-08-07,DELIVERED,Prepaid,0,4.655,4295,72,78.5
ORD100363,AWB100363,4,M-013,1,2026-07-20,2026-07-25,DELIVERED,Prepaid,0,4.824,3525,96,103.8
ORD100364,AWB100364,1,M-002,2,2026-08-24,2026-08-27,DELIVERED,Prepaid,0,1.033,3090,72,77.3
ORD100365,AWB100365,2,M-007,4,2026-07-17,2026-07-19,DELIVERED,COD,5116,6.579,5116,48,46.7
ORD100366,AWB100366,3,M-018,6,2026-06-16,,LOST,Prepaid,0,1.04,3474,96,
ORD100367,AWB100367,3,M-004,5,2026-08-25,2026-08-29,DELIVERED,COD,5459,6.111,5459,96,81.1
ORD100368,AWB100368,3,M-003,2,2026-09-13,,RTO,Prepaid,0,6.44,2938,96,
ORD100369,AWB100369,4,M-016,1,2026-06-17,,IN_TRANSIT,Prepaid,0,6.52,2972,96,
ORD100370,AWB100370,2,M-018,2,2026-09-13,,LOST,COD,2910,2.726,2910,48,
ORD100371,AWB100371,2,M-008,3,2026-08-26,2026-08-28,DELIVERED,Prepaid,0,4.735,2692,48,37.0
ORD100372,AWB100372,2,M-016,6,2026-07-19,,LOST,COD,425,5.682,425,48,
ORD100373,AWB100373,2,M-011,1,2026-07-17,,RTO,Prepaid,0,6.841,3262,48,
ORD100374,AWB100374,1,M-001,6,2026-08-20,2026-08-23,DELIVERED,COD,3027,6.133,3027,72,62.9
ORD100375,AWB100375,5,M-005,1,2026-09-04,2026-09-07,DELIVERED,Prepaid,0,1.387,3207,72,55.5
ORD100376,AWB100376,3,M-014,4,2026-08-29,,RTO,Prepaid,0,3.512,1781,96,
ORD100377,AWB100377,4,M-015,6,2026-07-11,2026-07-15,DELIVERED,COD,1157,7.514,1157,96,96.2
ORD100378,AWB100378,1,M-018,3,2026-08-28,2026-08-31,DELIVERED,COD,3903,5.948,3903,72,59.9
ORD100379,AWB100379,2,M-013,4,2026-09-09,2026-09-12,DELIVERED,COD,1326,5.12,1326,48,55.8
ORD100380,AWB100380,5,M-010,6,2026-06-24,2026-06-30,DELIVERED,COD,3415,2.797,3415,72,142.6
ORD100381,AWB100381,4,M-019,6,2026-08-14,,LOST,Prepaid,0,1.222,2441,96,
ORD100382,AWB100382,2,M-014,1,2026-07-16,2026-07-18,DELIVERED,Prepaid,0,7.446,1588,48,42.3
ORD100383,AWB100383,3,M-012,6,2026-08-20,2026-08-23,DELIVERED,COD,5434,4.345,5434,96,63.6
ORD100384,AWB100384,3,M-017,1,2026-07-02,2026-07-07,DELIVERED,COD,5359,3.186,5359,96,114.5
ORD100385,AWB100385,2,M-009,5,2026-08-28,2026-08-30,DELIVERED,COD,4101,3.953,4101,48,38.1
ORD100386,AWB100386,5,M-001,4,2026-07-22,,IN_TRANSIT,COD,3263,6.687,3263,72,
ORD100387,AWB100387,3,M-003,5,2026-08-02,2026-08-06,DELIVERED,Prepaid,0,7.217,3060,96,80.2
ORD100388,AWB100388,1,M-004,3,2026-08-28,,RTO,Prepaid,0,6.738,3684,72,
ORD100389,AWB100389,4,M-001,3,2026-07-16,2026-07-19,DELIVERED,Prepaid,0,3.223,2001,96,60.6
ORD100390,AWB100390,1,M-020,4,2026-07-13,2026-07-16,DELIVERED,COD,1288,8.274,1288,72,55.3
ORD100391,AWB100391,3,M-018,4,2026-07-18,,LOST,COD,4053,2.538,4053,96,
ORD100392,AWB100392,2,M-017,6,2026-08-08,2026-08-10,DELIVERED,COD,5142,0.565,5142,48,43.9
ORD100393,AWB100393,1,M-002,3,2026-07-29,2026-08-01,DELIVERED,Prepaid,0,7.631,616,72,67.5
ORD100394,AWB100394,3,M-001,1,2026-08-05,2026-08-09,DELIVERED,COD,1841,6.061,1841,96,92.9
ORD100395,AWB100395,5,M-020,4,2026-06-30,,LOST,Prepaid,0,6.839,1445,72,
ORD100396,AWB100396,4,M-013,6,2026-08-13,2026-08-16,DELIVERED,COD,513,2.825,513,96,75.9
ORD100397,AWB100397,3,M-014,5,2026-07-12,2026-07-16,DELIVERED,COD,1727,4.811,1727,96,89.7
ORD100398,AWB100398,3,M-009,4,2026-06-24,,RTO,COD,3118,0.652,3118,96,
ORD100399,AWB100399,4,M-013,1,2026-09-10,,RTO,Prepaid,0,2.525,724,96,
ORD100400,AWB100400,2,M-018,3,2026-08-02,2026-08-04,DELIVERED,COD,4469,4.791,4469,48,52.1
ORD100401,AWB100401,4,M-011,1,2026-09-12,2026-09-17,DELIVERED,Prepaid,0,3.822,1367,96,108.2
ORD100402,AWB100402,4,M-005,1,2026-07-11,2026-07-14,DELIVERED,Prepaid,0,7.469,3362,96,74.4
ORD100403,AWB100403,2,M-002,4,2026-08-13,,RTO,Prepaid,0,1.374,4090,48,
ORD100404,AWB100404,4,M-013,5,2026-06-22,2026-06-26,DELIVERED,COD,5603,8.211,5603,96,90.0
ORD100405,AWB100405,1,M-003,6,2026-08-10,,LOST,COD,3937,6.124,3937,72,
ORD100406,AWB100406,5,M-016,4,2026-07-02,2026-07-04,DELIVERED,Prepaid,0,5.727,3616,72,44.9
ORD100407,AWB100407,5,M-003,4,2026-06-23,2026-06-27,DELIVERED,COD,1510,7.41,1510,72,83.4
ORD100408,AWB100408,1,M-005,5,2026-08-25,2026-08-28,DELIVERED,Prepaid,0,1.206,2253,72,73.3
ORD100409,AWB100409,4,M-014,6,2026-06-22,,IN_TRANSIT,Prepaid,0,2.577,2977,96,
ORD100410,AWB100410,5,M-013,3,2026-08-23,,LOST,Prepaid,0,0.938,3761,72,
ORD100411,AWB100411,4,M-007,5,2026-07-20,2026-07-25,DELIVERED,Prepaid,0,6.941,1878,96,110.8
ORD100412,AWB100412,3,M-007,5,2026-07-07,2026-07-11,DELIVERED,COD,3600,7.922,3600,96,80.1
ORD100413,AWB100413,2,M-012,3,2026-09-01,2026-09-03,DELIVERED,COD,3048,6.559,3048,48,37.4
ORD100414,AWB100414,2,M-020,5,2026-07-26,,RTO,COD,4742,6.543,4742,48,
ORD100415,AWB100415,2,M-004,6,2026-07-10,2026-07-12,DELIVERED,Prepaid,0,4.749,3172,48,34.3
ORD100416,AWB100416,4,M-012,3,2026-09-07,,LOST,COD,1494,1.137,1494,96,
ORD100417,AWB100417,3,M-006,5,2026-08-23,,RTO,Prepaid,0,4.571,3799,96,
ORD100418,AWB100418,4,M-006,1,2026-07-13,2026-07-16,DELIVERED,COD,3756,1.534,3756,96,65.0
ORD100419,AWB100419,5,M-005,2,2026-07-30,2026-08-01,DELIVERED,Prepaid,0,2.972,3597,72,45.3
ORD100420,AWB100420,2,M-004,3,2026-08-15,2026-08-17,DELIVERED,Prepaid,0,2.583,3793,48,30.1
ORD100421,AWB100421,3,M-009,1,2026-08-04,2026-08-08,DELIVERED,COD,1803,4.588,1803,96,81.7
ORD100422,AWB100422,1,M-002,6,2026-08-02,2026-08-05,DELIVERED,COD,3237,7.468,3237,72,74.3
ORD100423,AWB100423,2,M-017,4,2026-08-15,2026-08-16,DELIVERED,Prepaid,0,3.479,830,48,28.9
ORD100424,AWB100424,3,M-005,6,2026-06-16,2026-06-19,DELIVERED,COD,4995,0.461,4995,96,61.5
ORD100425,AWB100425,5,M-010,5,2026-07-14,,IN_TRANSIT,COD,5194,6.429,5194,72,
ORD100426,AWB100426,3,M-019,4,2026-08-18,2026-08-22,DELIVERED,Prepaid,0,5.82,3021,96,91.6
ORD100427,AWB100427,1,M-003,1,2026-07-11,2026-07-14,DELIVERED,Prepaid,0,2.626,3220,72,64.1
ORD100428,AWB100428,5,M-014,3,2026-07-13,,IN_TRANSIT,COD,916,1.304,916,72,
ORD100429,AWB100429,4,M-017,6,2026-06-23,2026-06-26,DELIVERED,COD,455,7.696,455,96,58.3
ORD100430,AWB100430,1,M-004,2,2026-08-24,2026-08-27,DELIVERED,COD,1918,1.547,1918,72,75.7
ORD100431,AWB100431,5,M-006,2,2026-08-09,2026-08-12,DELIVERED,Prepaid,0,5.008,3645,72,71.3
ORD100432,AWB100432,1,M-020,4,2026-09-09,2026-09-12,DELIVERED,Prepaid,0,8.095,3446,72,67.0
ORD100433,AWB100433,1,M-003,4,2026-07-22,,LOST,Prepaid,0,4.021,1439,72,
ORD100434,AWB100434,2,M-018,4,2026-08-19,2026-08-21,DELIVERED,COD,4136,4.026,4136,48,43.2
ORD100435,AWB100435,1,M-008,1,2026-07-09,2026-07-11,DELIVERED,COD,2344,3.369,2344,72,52.8
ORD100436,AWB100436,4,M-011,5,2026-08-08,,LOST,COD,590,0.972,590,96,
ORD100437,AWB100437,2,M-009,6,2026-07-20,2026-07-23,DELIVERED,Prepaid,0,1.8,2523,48,56.1
ORD100438,AWB100438,5,M-014,3,2026-08-27,2026-08-29,DELIVERED,COD,2925,2.492,2925,72,46.4
ORD100439,AWB100439,4,M-011,1,2026-08-12,2026-08-16,DELIVERED,COD,5336,3.736,5336,96,81.6
ORD100440,AWB100440,5,M-019,4,2026-06-30,2026-07-03,DELIVERED,Prepaid,0,3.553,2158,72,74.5
ORD100441,AWB100441,4,M-012,4,2026-09-07,2026-09-11,DELIVERED,Prepaid,0,2.724,1375,96,101.2
ORD100442,AWB100442,5,M-005,4,2026-07-20,2026-07-22,DELIVERED,COD,3911,7.393,3911,72,43.5
ORD100443,AWB100443,2,M-008,4,2026-06-28,2026-06-30,DELIVERED,COD,543,4.966,543,48,39.9
ORD100444,AWB100444,1,M-001,4,2026-06-16,2026-06-20,DELIVERED,COD,5157,1.062,5157,72,78.8
ORD100445,AWB100445,3,M-020,3,2026-07-28,2026-08-01,DELIVERED,COD,2551,0.434,2551,96,95.5
ORD100446,AWB100446,5,M-014,2,2026-08-02,2026-08-04,DELIVERED,COD,4441,3.155,4441,72,44.7
ORD100447,AWB100447,3,M-008,2,2026-07-03,2026-07-07,DELIVERED,COD,2783,5.888,2783,96,85.6
ORD100448,AWB100448,4,M-006,4,2026-09-10,2026-09-14,DELIVERED,COD,2299,4.991,2299,96,97.7
ORD100449,AWB100449,3,M-019,1,2026-09-07,2026-09-11,DELIVERED,COD,4127,3.036,4127,96,101.3
ORD100450,AWB100450,3,M-010,3,2026-08-15,,LOST,Prepaid,0,5.441,549,96,
ORD100451,AWB100451,5,M-010,1,2026-07-29,2026-08-01,DELIVERED,COD,2254,1.822,2254,72,70.6
ORD100452,AWB100452,2,M-011,1,2026-06-20,2026-06-22,DELIVERED,Prepaid,0,5.837,2660,48,44.8
ORD100453,AWB100453,2,M-001,1,2026-06-17,2026-06-20,DELIVERED,Prepaid,0,6.164,3706,48,56.0
ORD100454,AWB100454,5,M-006,1,2026-07-28,2026-07-31,DELIVERED,Prepaid,0,6.444,1423,72,54.7
ORD100455,AWB100455,2,M-010,2,2026-08-16,2026-08-18,DELIVERED,COD,1122,2.638,1122,48,30.4
ORD100456,AWB100456,3,M-015,3,2026-07-28,2026-08-02,DELIVERED,Prepaid,0,3.255,1509,96,112.2
ORD100457,AWB100457,2,M-006,6,2026-09-02,2026-09-04,DELIVERED,COD,4947,1.115,4947,48,34.7
ORD100458,AWB100458,4,M-020,1,2026-06-25,,LOST,Prepaid,0,7.64,1950,96,
ORD100459,AWB100459,3,M-020,1,2026-09-06,2026-09-09,DELIVERED,Prepaid,0,3.105,654,96,59.7
ORD100460,AWB100460,2,M-018,6,2026-06-18,2026-06-20,DELIVERED,COD,1527,4.071,1527,48,43.8
ORD100461,AWB100461,4,M-007,2,2026-08-21,,LOST,COD,871,6.964,871,96,
ORD100462,AWB100462,4,M-013,3,2026-07-01,2026-07-04,DELIVERED,COD,5509,7.58,5509,96,61.0
ORD100463,AWB100463,5,M-001,3,2026-08-05,,IN_TRANSIT,Prepaid,0,4.966,1644,72,
ORD100464,AWB100464,5,M-008,1,2026-08-15,,LOST,COD,1839,2.098,1839,72,
ORD100465,AWB100465,3,M-015,3,2026-07-25,,LOST,COD,4475,0.747,4475,96,
ORD100466,AWB100466,3,M-010,4,2026-09-07,,IN_TRANSIT,COD,1486,5.133,1486,96,
ORD100467,AWB100467,1,M-011,5,2026-07-12,2026-07-14,DELIVERED,COD,5958,1.061,5958,72,48.6
ORD100468,AWB100468,4,M-018,2,2026-08-10,,RTO,COD,1656,1.178,1656,96,
ORD100469,AWB100469,1,M-011,6,2026-07-13,2026-07-15,DELIVERED,COD,1361,3.214,1361,72,49.6
ORD100470,AWB100470,4,M-003,2,2026-07-31,2026-08-05,DELIVERED,Prepaid,0,7.118,1134,96,104.3
ORD100471,AWB100471,5,M-012,2,2026-07-23,2026-07-25,DELIVERED,Prepaid,0,0.981,1712,72,52.4
ORD100472,AWB100472,4,M-014,4,2026-06-21,2026-06-24,DELIVERED,COD,920,4.24,920,96,58.9
ORD100473,AWB100473,5,M-009,5,2026-08-06,2026-08-11,DELIVERED,COD,2420,1.578,2420,72,122.0
ORD100474,AWB100474,3,M-012,3,2026-07-07,2026-07-11,DELIVERED,Prepaid,0,6.659,3705,96,94.8
ORD100475,AWB100475,5,M-015,6,2026-06-28,2026-07-01,DELIVERED,Prepaid,0,7.612,4064,72,64.4
ORD100476,AWB100476,4,M-010,5,2026-07-04,2026-07-09,DELIVERED,COD,669,3.444,669,96,103.5
ORD100477,AWB100477,2,M-004,5,2026-07-09,2026-07-11,DELIVERED,Prepaid,0,1.454,3820,48,41.9
ORD100478,AWB100478,5,M-019,2,2026-07-28,2026-07-31,DELIVERED,COD,5091,3.878,5091,72,64.8
ORD100479,AWB100479,5,M-015,2,2026-06-30,2026-07-04,DELIVERED,COD,5389,2.826,5389,72,86.0
