settlement_id,awb_number,batch_id,courier_id,settlement_date,settled_cod,charged_weight,forward_charge,rto_charge,cod_fee
STL100349,AWB100349,BATCH-D,4,2026-08-18,0,4.594,114,0,0
STL100350,AWB100350,BATCH-A,4,2026-08-11,0,3.151,95,0,0
STL100351,AWB100351,BATCH-A,1,2026-07-20,0,8.348,95,0,0
STL100352,AWB100352,BATCH-B,4,2026-07-18,4818,1.997,65,0,96
STL100353,AWB100353,BATCH-D,4,2026-08-13,1427,0.827,42,0,28
STL100354,AWB100354,BATCH-A,3,2026-07-28,2831,6.581,95,0,56
STL100355,AWB100355,BATCH-B,3,2026-08-07,5275,8.146,95,0,105
STL100356,AWB100356,BATCH-B,5,2026-06-23,0,5.765,95,0,0
STL100357,AWB100357,BATCH-B,3,2026-08-04,1326,3.413,95,0,26
STL100358,AWB100358,BATCH-C,4,2026-06-18,547,2.602,65,0,10
STL100359,AWB100359,BATCH-D,2,2026-09-08,1112,5.283,95,0,22
STL100360,AWB100360,BATCH-A,3,2026-06-26,0,8.107,95,0,0
STL100361,AWB100361,BATCH-A,2,2026-07-02,654,4.853,95,0,13
STL100362,AWB100362,BATCH-B,5,2026-08-05,0,4.655,95,0,0
STL100363,AWB100363,BATCH-D,4,2026-07-29,0,4.824,114,0,0
STL100364,AWB100364,BATCH-A,1,2026-08-27,0,1.033,65,0,0
STL100365,AWB100365,BATCH-B,2,2026-07-20,5116,6.579,95,0,102
STL100366,AWB100366,BATCH-D,3,2026-06-20,0,1.04,65,0,0
STL100367,AWB100367,BATCH-B,3,2026-08-30,5459,6.111,95,0,109
STL100368,AWB100368,BATCH-C,3,2026-09-19,0,6.44,95,196,0
STL100369,AWB100369,BATCH-A,4,2026-06-19,0,6.52,114,0,0
STL100370,AWB100370,BATCH-B,2,2026-09-22,2910,2.726,65,0,58
STL100371,AWB100371,BATCH-C,2,2026-09-04,0,4.735,95,0,0
STL100372,AWB100372,BATCH-D,2,2026-07-27,425,7.419,95,0,8
STL100373,AWB100373,BATCH-C,2,2026-07-26,0,6.841,95,158,0
STL100374,AWB100374,BATCH-C,1,2026-08-26,3027,6.133,95,0,60
STL100375,AWB100375,BATCH-A,5,2026-09-09,0,1.387,65,238,0
STL100376,AWB100376,BATCH-A,3,2026-09-03,0,3.512,95,103,0
STL100377,AWB100377,BATCH-A,4,2026-07-19,1157,7.514,114,0,23
STL100378,AWB100378,BATCH-B,1,2026-09-01,3903,5.948,95,0,78
STL100379,AWB100379,BATCH-C,2,2026-09-13,1326,5.12,95,0,26
STL100380,AWB100380,BATCH-B,5,2026-06-27,3415,2.797,65,0,68
STL100381,AWB100381,BATCH-C,4,2026-08-23,0,1.222,65,0,0
STL100382,AWB100382,BATCH-B,2,2026-07-18,0,7.446,95,0,0
STL100383,AWB100383,BATCH-C,3,2026-08-27,5434,4.345,95,0,108
STL100384,AWB100384,BATCH-A,3,2026-07-04,5359,3.186,95,0,107
STL100385,AWB100385,BATCH-C,2,2026-09-05,4101,4.987,95,0,82
STL100386,AWB100386,BATCH-B,5,2026-07-27,3263,6.687,95,0,65
STL100387,AWB100387,BATCH-A,3,2026-08-10,0,7.217,95,0,0
STL100388,AWB100388,BATCH-B,1,2026-09-03,0,6.738,95,152,0
STL100389,AWB100389,BATCH-B,4,2026-07-23,0,3.223,95,0,0
STL9100389,AWB100389,BATCH-DUP,4,2026-07-23,0,3.223,95,0,0
STL100390,AWB100390,BATCH-A,1,2026-07-22,1288,8.274,95,0,25
STL100391,AWB100391,BATCH-C,3,2026-07-21,4053,2.538,65,0,81
STL100392,AWB100392,BATCH-C,2,2026-08-14,5142,0.706,42,0,102
STL100393,AWB100393,BATCH-C,1,2026-08-01,0,7.631,95,0,0
STL100394,AWB100394,BATCH-C,3,2026-08-11,1841,6.061,95,0,36
STL100395,AWB100395,BATCH-D,5,2026-07-07,0,6.839,95,0,0
STL100396,AWB100396,BATCH-A,4,2026-08-17,513,2.825,65,0,10
STL100397,AWB100397,BATCH-C,3,2026-07-15,1727,4.811,95,0,34
STL100398,AWB100398,BATCH-B,3,2026-06-27,3118,0.652,42,135,62
STL100399,AWB100399,BATCH-C,4,2026-09-12,0,2.525,65,60,0
STL100400,AWB100400,BATCH-D,2,2026-08-07,4469,4.791,95,0,89
STL100401,AWB100401,BATCH-D,4,2026-09-16,0,3.822,114,0,0
STL100402,AWB100402,BATCH-B,4,2026-07-19,0,7.469,95,0,0
STL100403,AWB100403,BATCH-B,2,2026-08-19,0,1.374,65,112,0
STL100404,AWB100404,BATCH-D,4,2026-06-30,5603,8.211,95,0,112
STL100405,AWB100405,BATCH-C,1,2026-08-19,3937,6.124,95,0,78
STL100406,AWB100406,BATCH-C,5,2026-07-04,0,5.727,95,0,0
STL100407,AWB100407,BATCH-B,5,2026-06-26,1510,7.41,95,0,30
STL100408,AWB100408,BATCH-C,1,2026-09-01,0,1.206,65,0,0
STL100409,AWB100409,BATCH-D,4,2026-06-26,0,2.577,65,0,0
STL100410,AWB100410,BATCH-D,5,2026-08-31,0,0.938,42,0,0
STL100411,AWB100411,BATCH-B,4,2026-07-24,0,6.941,95,0,0
STL100412,AWB100412,BATCH-A,3,2026-07-14,3600,7.922,95,133,72
STL100413,AWB100413,BATCH-B,2,2026-09-03,3048,6.559,95,0,60
STL100414,AWB100414,BATCH-D,2,2026-07-30,4742,6.543,95,61,94
STL100415,AWB100415,BATCH-B,2,2026-07-13,0,4.749,95,0,0
STL100416,AWB100416,BATCH-C,4,2026-09-14,1494,1.137,78,0,29
STL100417,AWB100417,BATCH-B,3,2026-08-31,0,4.571,95,58,0
STL100418,AWB100418,BATCH-B,4,2026-07-15,3756,1.534,65,151,75
STL100419,AWB100419,BATCH-C,5,2026-08-05,0,2.972,65,114,0
STL100420,AWB100420,BATCH-D,2,2026-08-23,0,2.583,65,0,0
STL100421,AWB100421,BATCH-B,3,2026-08-12,1803,4.588,95,135,36
STL100422,AWB100422,BATCH-D,1,2026-08-10,3129,7.468,95,0,64
STL100423,AWB100423,BATCH-B,2,2026-08-24,0,3.479,95,0,0
STL100424,AWB100424,BATCH-C,3,2026-06-24,4995,0.461,42,0,99
STL100425,AWB100425,BATCH-B,5,2026-07-18,5194,6.429,95,0,103
STL100426,AWB100426,BATCH-D,3,2026-08-25,0,5.82,95,0,0
STL100427,AWB100427,BATCH-D,1,2026-07-16,0,2.626,65,0,0
STL100428,AWB100428,BATCH-D,5,2026-07-16,916,1.304,65,0,18
STL100429,AWB100429,BATCH-B,4,2026-06-27,455,7.696,95,0,9
STL100430,AWB100430,BATCH-A,1,2026-08-26,1918,1.547,65,0,38
STL100431,AWB100431,BATCH-A,5,2026-08-11,0,5.008,95,0,0
STL100432,AWB100432,BATCH-A,1,2026-09-15,0,8.095,95,0,0
STL100433,AWB100433,BATCH-B,1,2026-07-27,0,4.021,95,0,0
STL100434,AWB100434,BATCH-D,2,2026-08-28,4136,4.026,95,0,82
STL100435,AWB100435,BATCH-A,1,2026-07-18,2344,3.369,95,0,46
STL9100435,AWB100435,BATCH-DUP,1,2026-07-18,2344,3.369,95,0,46
STL100436,AWB100436,BATCH-A,4,2026-08-11,590,0.972,50,0,11
STL100437,AWB100437,BATCH-C,2,2026-07-23,0,2.291,65,0,0
STL100438,AWB100438,BATCH-C,5,2026-08-31,2925,2.492,65,0,58
STL100439,AWB100439,BATCH-D,4,2026-08-15,5336,3.736,95,188,106
STL100440,AWB100440,BATCH-B,5,2026-07-06,0,3.553,95,0,0
STL100441,AWB100441,BATCH-A,4,2026-09-13,0,2.724,78,164,0
STL100442,AWB100442,BATCH-D,5,2026-07-22,3911,7.393,95,0,78
STL100443,AWB100443,BATCH-B,2,2026-07-06,543,4.966,95,0,10
STL100444,AWB100444,BATCH-D,1,2026-06-18,5157,1.062,65,0,103
STL100445,AWB100445,BATCH-C,3,2026-08-05,2551,0.434,42,0,51
STL100446,AWB100446,BATCH-C,5,2026-08-09,4441,3.155,95,0,88
STL100447,AWB100447,BATCH-D,3,2026-07-08,2783,5.888,95,0,55
STL100448,AWB100448,BATCH-A,4,2026-09-13,2299,4.991,95,0,45
STL100449,AWB100449,BATCH-D,3,2026-09-15,4127,3.036,95,0,82
STL100450,AWB100450,BATCH-C,3,2026-08-17,0,5.441,95,0,0
STL100451,AWB100451,BATCH-A,5,2026-08-04,2254,1.822,65,0,45
STL100452,AWB100452,BATCH-A,2,2026-06-24,0,5.837,95,0,0
STL100453,AWB100453,BATCH-C,2,2026-06-25,0,6.164,95,0,0
STL100454,AWB100454,BATCH-D,5,2026-08-03,0,6.444,95,0,0
STL100455,AWB100455,BATCH-C,2,2026-08-23,1122,2.638,65,0,22
STL100456,AWB100456,BATCH-B,3,2026-08-06,0,3.255,95,0,0
STL100457,AWB100457,BATCH-B,2,2026-09-10,4947,1.115,65,0,98
STL100458,AWB100458,BATCH-A,4,2026-07-03,0,7.64,114,0,0
STL100459,AWB100459,BATCH-C,3,2026-09-08,0,3.105,95,0,0
STL100460,AWB100460,BATCH-A,2,2026-06-27,1527,4.071,95,0,30
STL100461,AWB100461,BATCH-C,4,2026-08-23,871,6.964,95,0,17
STL100462,AWB100462,BATCH-C,4,2026-07-08,5509,7.58,95,0,110
STL100463,AWB100463,BATCH-C,5,2026-08-09,0,4.966,95,0,0
STL100464,AWB100464,BATCH-A,5,2026-08-19,1839,2.098,65,0,36
STL100465,AWB100465,BATCH-D,3,2026-07-31,4475,0.747,42,0,89
STL100466,AWB100466,BATCH-D,3,2026-09-10,1486,5.133,95,0,29
STL100467,AWB100467,BATCH-C,1,2026-07-17,5958,1.061,65,0,119
STL100468,AWB100468,BATCH-A,4,2026-08-12,1656,1.178,65,142,33
STL100469,AWB100469,BATCH-A,1,2026-07-16,1361,3.214,95,0,27
STL100470,AWB100470,BATCH-C,4,2026-08-04,0,7.118,95,0,0
STL100471,AWB100471,BATCH-C,5,2026-07-29,0,0.981,42,0,0
STL100472,AWB100472,BATCH-B,4,2026-06-29,920,4.24,114,0,18
STL100473,AWB100473,BATCH-C,5,2026-08-09,2420,1.578,65,0,48
STL100474,AWB100474,BATCH-C,3,2026-07-13,0,6.659,95,0,0
STL100475,AWB100475,BATCH-D,5,2026-07-05,0,7.612,95,0,0
STL100476,AWB100476,BATCH-A,4,2026-07-07,669,3.444,95,0,13
STL100477,AWB100477,BATCH-D,2,2026-07-14,0,1.454,65,0,0
STL100478,AWB100478,BATCH-A,5,2026-07-31,5091,3.878,95,0,101
STL100479,AWB100479,BATCH-C,5,2026-07-09,5389,2.826,65,0,107
STL100480,AWB100480,BATCH-B,4,2026-08-05,0,1.777,65,0,0
STL100481,AWB100481,BATCH-D,2,2026-09-05,5323,2.916,65,135,106
STL100482,AWB100482,BATCH-A,2,2026-08-07,0,7.95,95,0,0
STL100483,AWB100483,BATCH-B,1,2026-09-02,0,1.945,65,0,0
STL100484,AWB100484,BATCH-B,2,2026-06-27,0,6.085,95,0,0
STL100485,AWB100485,BATCH-D,5,2026-07-21,0,8.086,95,0,0
STL100486,AWB100486,BATCH-C,4,2026-08-23,3921,4.968,95,0,78
STL100487,AWB100487,BATCH-C,2,2026-08-29,0,3.841,95,0,0
STL100488,AWB100488,BATCH-C,3,2026-07-26,1104,7.479,95,0,22
STL100489,AWB100489,BATCH-A,4,2026-07-21,4386,5.261,114,223,87
STL100490,AWB100490,BATCH-C,1,2026-08-30,4626,3.76,95,0,95
STL100491,AWB100491,BATCH-A,3,2026-09-02,0,0.686,42,0,0
STL100492,AWB100492,BATCH-A,1,2026-08-11,3659,0.806,42,165,75
STL100493,AWB100493,BATCH-C,5,2026-09-10,0,5.511,95,0,0
STL100494,AWB100494,BATCH-B,3,2026-08-05,4219,4.972,95,0,84
STL100495,AWB100495,BATCH-D,3,2026-07-05,2886,8.391,95,0,57
